GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1500000US040131042183,040131042183,"Block Group 3, Census Tract 1042.18, Maricopa County, Arizona",1587,735,75,53,44,25,27,19,25,71,114,68,45,46,32,38,18,7,16,1,5,3,2,1,0,852,86,42,32,15,34,23,25,111,115,71,52,52,41,45,40,13,15,4,4,21,1,7,3
1500000US040131042191,040131042191,"Block Group 1, Census Tract 1042.19, Maricopa County, Arizona",1536,748,30,48,46,34,52,29,9,40,36,33,41,49,50,42,58,23,31,23,27,20,15,9,3,788,26,29,41,20,96,22,26,34,43,37,44,42,47,53,66,25,35,15,24,17,21,11,14
1500000US040131042192,040131042192,"Block Group 2, Census Tract 1042.19, Maricopa County, Arizona",1446,736,41,44,51,31,18,5,6,37,50,51,58,39,57,60,61,26,31,16,12,18,7,9,8,710,34,33,57,29,17,6,5,23,37,50,42,56,65,67,62,26,27,12,15,13,14,9,11
1500000US040131042211,040131042211,"Block Group 1, Census Tract 1042.21, Maricopa County, Arizona",1289,634,28,39,54,38,25,10,9,20,47,35,39,32,48,65,48,22,17,12,12,12,11,5,6,655,26,43,45,31,24,13,7,23,40,32,38,43,49,68,58,18,17,9,15,22,13,9,12
1500000US040131042212,040131042212,"Block Group 2, Census Tract 1042.21, Maricopa County, Arizona",1762,885,58,64,79,47,45,17,15,42,68,54,73,71,70,48,57,15,17,14,13,9,1,5,3,877,66,52,61,51,24,11,19,41,61,56,76,63,72,76,55,14,23,8,10,12,9,12,5
1500000US040131042213,040131042213,"Block Group 3, Census Tract 1042.21, Maricopa County, Arizona",1072,546,37,33,52,37,14,8,6,23,25,38,36,25,35,42,35,30,20,13,10,10,10,6,1,526,33,31,42,28,18,3,9,16,30,34,38,24,35,48,42,21,16,8,8,16,5,13,8
1500000US040131042214,040131042214,"Block Group 4, Census Tract 1042.21, Maricopa County, Arizona",1741,845,57,74,59,44,28,11,12,41,43,58,51,63,66,50,51,17,29,16,33,24,9,3,6,896,57,69,53,47,21,22,3,29,68,61,49,65,61,70,64,22,30,27,29,20,11,8,10
1500000US040131042221,040131042221,"Block Group 1, Census Tract 1042.22, Maricopa County, Arizona",1117,547,20,30,58,29,19,5,12,15,20,20,36,33,44,52,54,20,26,18,12,10,7,4,3,570,21,33,46,26,24,7,5,15,15,28,32,31,56,66,55,21,29,10,15,7,6,11,11
1500000US040131042222,040131042222,"Block Group 2, Census Tract 1042.22, Maricopa County, Arizona",1742,822,56,55,59,51,21,16,23,39,69,45,53,53,72,48,60,13,17,12,22,10,12,8,8,920,42,62,72,48,40,10,12,35,60,60,66,84,64,76,71,20,18,16,11,23,12,9,9
1500000US040131042223,040131042223,"Block Group 3, Census Tract 1042.22, Maricopa County, Arizona",1348,651,37,52,63,22,22,9,9,30,41,42,46,44,64,40,53,13,14,10,10,16,9,5,0,697,59,42,49,29,27,9,8,38,45,54,51,50,43,60,53,16,8,9,17,14,7,3,6
1500000US040131042224,040131042224,"Block Group 4, Census Tract 1042.22, Maricopa County, Arizona",1708,749,55,53,67,42,30,14,17,35,51,39,48,53,50,55,46,19,22,10,9,12,12,4,6,959,50,49,51,55,37,5,17,36,50,59,72,59,79,96,67,25,32,14,29,28,23,16,10
1500000US040131042231,040131042231,"Block Group 1, Census Tract 1042.23, Maricopa County, Arizona",917,451,16,22,35,23,17,9,7,17,26,16,16,32,30,37,66,25,19,11,7,11,4,3,2,466,16,22,25,17,12,6,6,20,19,15,22,39,34,61,61,17,17,16,7,12,5,3,14
1500000US040131042232,040131042232,"Block Group 2, Census Tract 1042.23, Maricopa County, Arizona",940,470,11,23,42,29,23,5,4,12,21,19,15,27,35,53,43,19,19,8,10,23,12,7,10,470,12,22,31,36,16,5,6,5,10,18,19,34,46,50,55,13,17,11,13,22,10,11,8
1500000US040131042241,040131042241,"Block Group 1, Census Tract 1042.24, Maricopa County, Arizona",888,428,43,24,19,16,20,12,9,32,62,32,38,18,28,23,18,7,7,3,4,6,1,3,3,460,48,25,31,24,16,12,10,23,49,40,39,24,30,23,23,5,17,2,3,4,5,3,4
1500000US040131042242,040131042242,"Block Group 2, Census Tract 1042.24, Maricopa County, Arizona",1840,910,48,57,73,54,29,10,11,34,57,72,48,60,73,71,69,34,31,21,15,16,15,6,6,930,50,47,55,45,28,13,9,26,57,56,54,77,79,84,88,29,28,15,18,25,13,15,19
1500000US040131042243,040131042243,"Block Group 3, Census Tract 1042.24, Maricopa County, Arizona",1692,687,73,39,44,22,27,17,20,56,98,60,30,19,27,26,18,8,10,5,8,18,15,19,28,1005,57,46,29,22,33,23,27,71,100,67,59,37,48,29,29,14,19,12,14,28,42,65,134
1500000US040131042244,040131042244,"Block Group 4, Census Tract 1042.24, Maricopa County, Arizona",1478,738,26,38,69,64,29,10,15,22,26,22,20,46,68,86,70,23,25,15,20,19,12,5,8,740,31,39,57,54,33,19,6,28,20,24,38,51,78,83,69,22,21,11,15,18,10,10,3
1500000US040131042251,040131042251,"Block Group 1, Census Tract 1042.25, Maricopa County, Arizona",1301,659,42,39,39,37,23,9,10,45,57,42,26,40,39,61,48,19,29,5,12,20,8,5,4,642,34,25,32,25,25,19,9,39,50,37,33,46,50,68,56,15,15,9,12,15,9,8,11
1500000US040131042252,040131042252,"Block Group 2, Census Tract 1042.25, Maricopa County, Arizona",1355,677,28,42,60,44,19,10,8,20,33,36,29,37,68,66,46,16,29,16,16,23,15,9,7,678,24,47,45,38,20,8,11,20,28,31,32,39,70,73,50,20,26,9,13,24,22,13,15
1500000US040131042253,040131042253,"Block Group 3, Census Tract 1042.25, Maricopa County, Arizona",1043,531,33,26,45,23,8,4,6,15,32,33,35,38,49,45,43,12,22,8,13,24,8,8,1,512,28,31,32,10,14,7,5,15,22,34,25,44,44,38,42,20,24,16,11,13,8,14,15
1500000US040131042261,040131042261,"Block Group 1, Census Tract 1042.26, Maricopa County, Arizona",1067,473,43,51,40,24,8,3,7,28,39,46,36,30,29,22,25,5,6,4,8,9,6,2,2,594,43,42,42,17,16,10,10,41,58,51,36,40,45,38,34,8,13,6,8,16,11,4,5
1500000US040131042262,040131042262,"Block Group 2, Census Tract 1042.26, Maricopa County, Arizona",1215,620,19,21,43,33,19,10,6,30,32,19,38,46,45,62,52,31,24,20,17,22,13,6,12,595,28,30,28,27,12,9,7,18,25,31,30,33,52,68,58,15,32,13,14,24,9,11,21
1500000US040131042263,040131042263,"Block Group 3, Census Tract 1042.26, Maricopa County, Arizona",706,354,31,29,16,16,11,4,3,27,66,25,25,21,15,26,17,3,6,5,2,2,1,0,3,352,30,13,22,11,14,5,5,21,50,31,30,23,29,22,22,6,3,2,6,3,1,2,1
1500000US040131042264,040131042264,"Block Group 4, Census Tract 1042.26, Maricopa County, Arizona",1385,706,38,41,53,38,24,11,16,31,39,36,41,53,50,59,53,21,24,14,15,19,15,5,10,679,35,36,48,35,20,7,8,26,36,27,49,50,61,58,42,31,36,11,17,13,17,7,9
1500000US040131042271,040131042271,"Block Group 1, Census Tract 1042.27, Maricopa County, Arizona",1254,620,38,41,42,30,26,13,13,23,50,25,32,40,43,44,44,19,31,9,13,20,9,8,7,634,37,37,44,19,19,12,10,28,42,40,41,49,46,48,52,13,16,11,21,15,15,14,5
1500000US040131042272,040131042272,"Block Group 2, Census Tract 1042.27, Maricopa County, Arizona",805,395,31,26,27,16,15,1,5,10,21,35,26,23,25,28,27,14,14,13,9,13,10,6,0,410,24,26,33,26,8,4,8,16,21,16,30,22,31,30,25,20,14,7,17,9,12,8,3
1500000US040131043011,040131043011,"Block Group 1, Census Tract 1043.01, Maricopa County, Arizona",1611,816,63,55,75,52,30,12,10,33,48,54,49,73,67,55,45,13,10,9,12,18,15,11,7,795,60,58,57,37,33,18,7,29,40,55,48,75,58,55,39,12,17,10,18,33,13,16,7
1500000US040131043012,040131043012,"Block Group 2, Census Tract 1043.01, Maricopa County, Arizona",1689,847,50,47,55,32,21,13,5,35,68,53,62,64,61,69,51,20,30,17,24,36,15,11,8,842,42,40,49,41,18,6,7,38,54,44,58,52,50,77,62,20,34,29,45,24,21,18,13
1500000US040131043021,040131043021,"Block Group 1, Census Tract 1043.02, Maricopa County, Arizona",1381,715,53,32,21,14,39,23,26,77,122,65,50,31,58,25,28,11,7,9,8,8,6,1,1,666,52,34,14,16,39,28,24,76,89,50,32,47,40,28,34,8,15,3,16,9,3,3,6
1500000US040131043022,040131043022,"Block Group 2, Census Tract 1043.02, Maricopa County, Arizona",1828,872,70,43,44,25,18,19,21,51,84,86,69,56,66,45,45,27,24,13,16,26,10,7,7,956,68,40,44,32,18,18,17,45,95,58,42,57,80,80,64,29,36,22,28,24,21,22,16
1500000US040131044011,040131044011,"Block Group 1, Census Tract 1044.01, Maricopa County, Arizona",2400,1203,93,117,127,59,34,16,16,42,73,90,91,79,94,84,48,18,32,18,27,16,22,4,3,1197,114,102,90,59,36,14,15,54,80,87,77,85,100,66,55,10,32,18,20,32,21,9,21
1500000US040131044012,040131044012,"Block Group 2, Census Tract 1044.01, Maricopa County, Arizona",1391,646,84,35,28,14,24,19,15,78,104,73,39,39,33,25,11,7,5,2,5,2,1,1,2,745,76,43,33,21,32,32,31,92,116,60,42,35,42,34,23,8,5,6,3,2,4,2,3
1500000US040131044013,040131044013,"Block Group 3, Census Tract 1044.01, Maricopa County, Arizona",1226,414,33,30,11,7,7,4,6,25,42,38,25,16,18,16,7,5,3,4,8,8,13,26,62,812,47,34,17,9,8,8,5,34,46,33,17,21,16,18,12,7,8,5,13,27,51,97,279
1500000US040131044021,040131044021,"Block Group 1, Census Tract 1044.02, Maricopa County, Arizona",2538,1327,124,53,33,21,62,34,34,87,244,218,103,47,35,36,33,18,14,20,25,35,22,11,18,1211,113,47,26,14,64,37,45,76,222,131,55,33,46,33,42,21,24,19,37,39,39,25,23
1500000US040131045011,040131045011,"Block Group 1, Census Tract 1045.01, Maricopa County, Arizona",1068,563,30,39,51,19,19,8,5,26,39,29,31,82,31,39,38,10,12,6,16,15,7,7,4,505,35,34,40,13,13,7,9,13,32,21,38,39,37,34,31,12,10,13,13,20,23,10,8
1500000US040131045012,040131045012,"Block Group 2, Census Tract 1045.01, Maricopa County, Arizona",1492,824,109,68,65,42,27,10,7,50,80,84,68,71,42,42,22,8,9,2,3,6,5,3,1,668,82,75,55,30,20,12,11,36,61,62,53,57,41,33,19,5,4,1,4,2,3,2,0
1500000US040131045013,040131045013,"Block Group 3, Census Tract 1045.01, Maricopa County, Arizona",1137,660,47,57,43,33,16,12,16,34,68,63,59,59,44,44,27,4,14,2,6,4,2,5,1,477,64,48,31,15,16,6,10,17,43,34,35,33,29,28,20,5,12,4,5,4,8,8,2
1500000US040131045021,040131045021,"Block Group 1, Census Tract 1045.02, Maricopa County, Arizona",1515,804,104,89,65,31,15,17,11,42,76,75,52,53,56,40,30,14,10,5,7,12,0,0,0,711,99,88,54,23,23,17,10,46,75,66,58,33,27,25,31,6,7,4,6,5,3,4,1
1500000US040131045022,040131045022,"Block Group 2, Census Tract 1045.02, Maricopa County, Arizona",1692,852,88,108,100,41,27,12,12,39,57,62,83,46,44,57,29,12,13,4,5,9,2,1,1,840,119,112,71,58,24,11,13,39,64,67,70,53,29,30,31,6,9,4,7,8,6,5,4
1500000US040131045023,040131045023,"Block Group 3, Census Tract 1045.02, Maricopa County, Arizona",1900,998,103,112,95,51,35,17,9,52,81,83,57,86,46,47,32,23,15,5,13,16,6,9,5,902,92,84,91,55,35,16,27,41,65,64,50,72,57,30,34,16,14,7,10,18,14,3,7
1500000US040131046001,040131046001,"Block Group 1, Census Tract 1046, Maricopa County, Arizona",1553,784,62,44,47,25,14,7,6,46,84,68,53,70,63,55,56,13,19,12,10,11,10,7,2,769,43,35,35,27,9,13,18,54,73,62,59,58,64,75,51,7,17,5,21,11,15,12,5
1500000US040131046002,040131046002,"Block Group 2, Census Tract 1046, Maricopa County, Arizona",1496,797,83,56,44,28,19,10,8,49,92,59,49,53,58,46,38,9,23,9,13,12,11,15,13,699,49,56,45,21,12,13,4,22,60,53,53,46,41,37,41,12,17,5,12,20,18,16,46
1500000US040131046003,040131046003,"Block Group 3, Census Tract 1046, Maricopa County, Arizona",1204,625,46,45,46,34,25,15,5,33,46,43,40,49,53,44,28,15,14,6,13,12,3,6,4,579,45,46,40,25,19,8,10,27,30,36,30,55,48,53,28,8,17,9,10,10,7,12,6
1500000US040131047011,040131047011,"Block Group 1, Census Tract 1047.01, Maricopa County, Arizona",1046,593,42,46,28,22,15,8,15,24,47,56,57,39,47,43,31,20,15,6,6,10,10,3,3,453,44,27,19,17,12,7,12,20,39,37,31,27,35,33,28,13,13,5,6,12,5,4,7
1500000US040131047012,040131047012,"Block Group 2, Census Tract 1047.01, Maricopa County, Arizona",762,293,13,10,4,3,2,2,4,14,32,29,35,22,33,22,26,5,8,2,5,12,8,2,0,469,12,5,15,5,6,2,1,18,51,21,31,37,44,51,31,13,36,16,22,13,18,15,6
1500000US040131047013,040131047013,"Block Group 3, Census Tract 1047.01, Maricopa County, Arizona",666,291,11,9,13,9,8,3,1,11,20,13,16,26,25,30,26,11,16,5,8,12,6,8,4,375,14,18,11,11,9,4,3,16,21,26,16,30,30,42,33,12,14,12,12,14,9,11,7
1500000US040131047021,040131047021,"Block Group 1, Census Tract 1047.02, Maricopa County, Arizona",1023,525,51,48,38,24,7,7,4,28,44,59,37,42,31,29,37,7,7,5,8,5,3,3,1,498,43,54,42,27,12,4,7,19,47,39,51,19,36,26,24,11,9,1,9,11,4,1,2
1500000US040131047022,040131047022,"Block Group 2, Census Tract 1047.02, Maricopa County, Arizona",1316,701,55,39,46,29,27,9,15,39,53,51,58,38,67,43,50,14,15,10,16,9,8,4,6,615,53,40,37,29,13,11,6,29,48,48,35,30,56,54,41,16,15,7,11,9,11,11,5
1500000US040131047023,040131047023,"Block Group 3, Census Tract 1047.02, Maricopa County, Arizona",1356,724,78,57,46,36,17,11,15,46,46,77,59,42,41,50,37,15,14,7,8,12,3,5,2,632,64,54,53,23,15,11,6,19,59,52,50,48,38,41,20,11,17,11,10,14,9,5,2
1500000US040131047024,040131047024,"Block Group 4, Census Tract 1047.02, Maricopa County, Arizona",746,358,17,16,16,6,6,2,5,8,16,20,9,10,13,15,32,21,21,27,19,29,19,21,10,388,24,15,8,9,4,4,2,7,16,20,14,15,14,28,31,15,27,17,18,30,29,25,16
1500000US040131048011,040131048011,"Block Group 1, Census Tract 1048.01, Maricopa County, Arizona",2077,1012,57,47,76,32,23,13,2,20,28,40,79,108,99,72,76,23,47,20,36,44,42,15,13,1065,43,48,71,45,17,13,10,14,26,53,68,100,93,103,66,31,53,43,38,40,34,25,31
1500000US040131048012,040131048012,"Block Group 2, Census Tract 1048.01, Maricopa County, Arizona",1542,751,41,37,40,30,12,9,4,15,23,24,43,43,60,72,83,36,43,26,31,26,27,18,8,791,49,41,44,28,17,8,1,20,34,30,47,35,60,80,90,39,46,28,18,24,24,18,10
1500000US040131048021,040131048021,"Block Group 1, Census Tract 1048.02, Maricopa County, Arizona",1121,556,22,34,45,24,15,5,4,17,19,27,39,36,44,49,48,11,24,9,19,20,16,18,11,565,19,21,37,22,11,6,8,16,21,21,36,41,56,54,33,20,27,20,14,30,17,20,15
1500000US040131048022,040131048022,"Block Group 2, Census Tract 1048.02, Maricopa County, Arizona",1295,559,11,6,27,26,34,24,18,19,27,17,28,31,45,48,42,14,31,13,17,31,20,15,15,736,9,19,14,18,49,28,23,24,18,15,18,41,44,64,43,19,48,16,17,38,48,43,80
1500000US040131048023,040131048023,"Block Group 3, Census Tract 1048.02, Maricopa County, Arizona",1583,764,39,45,49,32,16,5,5,12,23,29,48,64,69,72,62,28,46,22,36,32,19,7,4,819,34,38,55,33,13,5,8,14,26,33,44,53,85,73,84,42,56,20,38,26,12,14,13
1500000US040131048024,040131048024,"Block Group 4, Census Tract 1048.02, Maricopa County, Arizona",870,411,16,18,22,27,8,3,1,21,24,12,29,34,30,34,43,22,17,11,12,10,9,5,3,459,18,26,31,14,9,2,5,16,19,19,24,35,48,53,47,16,23,15,10,11,7,7,4
1500000US040131048025,040131048025,"Block Group 5, Census Tract 1048.02, Maricopa County, Arizona",819,415,17,20,27,22,7,6,11,42,46,32,41,34,44,24,18,11,2,1,6,1,1,1,1,404,25,16,20,21,17,10,11,25,40,21,39,24,33,33,21,7,7,7,11,5,3,2,6
1500000US040131049001,040131049001,"Block Group 1, Census Tract 1049, Maricopa County, Arizona",1155,559,33,37,32,21,16,8,5,23,28,33,42,45,44,53,34,14,18,10,13,21,16,7,6,596,33,34,37,19,5,6,0,11,29,46,47,36,56,47,39,11,26,24,21,28,20,10,11
1500000US040131049002,040131049002,"Block Group 2, Census Tract 1049, Maricopa County, Arizona",1149,574,30,38,37,15,10,7,6,15,21,38,50,41,38,47,44,12,22,14,27,28,14,17,3,575,33,25,31,23,10,1,1,18,21,38,43,38,40,50,40,26,30,15,22,27,11,13,19
1500000US040131049003,040131049003,"Block Group 3, Census Tract 1049, Maricopa County, Arizona",1699,831,56,43,56,37,13,13,17,21,56,58,54,75,79,65,51,18,21,15,31,22,19,9,2,868,36,48,46,29,17,9,5,21,63,47,72,63,68,71,77,19,41,28,29,24,23,14,18
1500000US040131050021,040131050021,"Block Group 1, Census Tract 1050.02, Maricopa County, Arizona",788,392,11,16,20,24,9,0,1,3,7,3,9,19,19,43,28,19,36,16,20,32,31,11,15,396,5,12,11,19,7,1,0,3,8,5,16,16,28,36,42,16,34,18,27,31,29,12,20
1500000US040131050022,040131050022,"Block Group 2, Census Tract 1050.02, Maricopa County, Arizona",1786,874,29,57,88,35,19,5,1,18,10,15,44,52,81,77,69,38,35,21,39,54,33,32,22,912,38,69,67,54,16,0,4,14,13,22,48,64,73,88,66,28,50,12,42,47,36,34,27
1500000US040131050031,040131050031,"Block Group 1, Census Tract 1050.03, Maricopa County, Arizona",2253,1117,35,85,89,74,29,12,9,24,22,14,26,47,95,126,96,44,61,51,42,53,34,29,20,1136,33,85,89,76,19,13,5,25,19,14,46,76,102,131,111,36,50,27,55,54,24,22,24
1500000US040131050032,040131050032,"Block Group 2, Census Tract 1050.03, Maricopa County, Arizona",2296,1139,43,88,102,81,43,13,10,22,18,10,32,70,88,127,113,37,64,41,44,38,30,22,3,1157,45,92,89,67,36,8,8,27,15,14,55,78,113,138,107,39,60,33,35,42,22,15,19
1500000US040131050041,040131050041,"Block Group 1, Census Tract 1050.04, Maricopa County, Arizona",1285,628,20,21,48,26,14,3,2,6,7,10,15,21,50,67,60,26,43,26,35,43,39,29,17,657,22,35,37,27,8,2,6,14,10,13,20,25,60,55,63,30,35,21,35,48,38,28,25
1500000US040131050042,040131050042,"Block Group 2, Census Tract 1050.04, Maricopa County, Arizona",805,406,16,21,31,21,8,3,7,9,12,11,10,15,37,34,29,25,31,17,25,13,14,9,8,399,14,17,27,28,6,1,6,5,7,10,9,27,29,31,44,16,38,13,14,21,12,13,11
1500000US040131050043,040131050043,"Block Group 3, Census Tract 1050.04, Maricopa County, Arizona",1024,522,14,19,55,32,12,3,7,8,13,6,14,29,40,52,49,20,35,16,26,20,22,19,11,502,12,37,37,23,12,1,3,13,6,9,23,30,46,51,51,23,24,17,8,25,27,14,10
1500000US040131051011,040131051011,"Block Group 1, Census Tract 1051.01, Maricopa County, Arizona",1022,526,22,25,36,33,12,3,2,8,20,19,33,28,34,70,60,19,25,18,11,19,17,8,4,496,14,15,27,20,10,3,6,9,12,16,30,31,51,68,53,10,25,22,13,19,16,13,13
1500000US040131051012,040131051012,"Block Group 2, Census Tract 1051.01, Maricopa County, Arizona",1846,933,39,61,78,52,23,4,11,19,23,19,40,46,75,110,89,35,53,26,36,35,25,15,19,913,34,47,77,45,22,6,6,11,15,26,38,58,87,120,84,36,43,36,27,29,31,17,18
1500000US040131051013,040131051013,"Block Group 3, Census Tract 1051.01, Maricopa County, Arizona",1549,761,30,41,45,42,8,6,3,20,16,29,56,63,63,65,76,24,44,22,28,34,23,13,10,788,37,45,40,23,12,4,7,14,17,32,44,57,70,79,83,28,40,34,38,33,27,14,10
1500000US040131051021,040131051021,"Block Group 1, Census Tract 1051.02, Maricopa County, Arizona",806,398,15,4,5,4,6,3,2,6,8,5,15,16,28,33,43,16,26,25,27,39,37,19,16,408,7,12,6,4,3,0,0,5,8,8,11,16,20,35,49,23,27,26,30,32,43,22,21
1500000US040131051022,040131051022,"Block Group 2, Census Tract 1051.02, Maricopa County, Arizona",1472,751,39,38,35,28,9,5,0,7,24,19,37,66,71,82,62,27,32,18,37,45,34,24,12,721,34,38,32,25,7,6,5,11,21,23,36,56,63,67,61,28,41,18,39,39,36,19,16
1500000US040131051023,040131051023,"Block Group 3, Census Tract 1051.02, Maricopa County, Arizona",1118,495,8,4,11,10,3,0,4,12,33,31,46,34,43,54,52,25,35,19,23,16,17,11,4,623,12,12,13,10,6,1,4,15,39,43,54,35,51,55,67,32,45,21,26,35,24,13,10
1500000US040131051024,040131051024,"Block Group 4, Census Tract 1051.02, Maricopa County, Arizona",769,408,13,19,19,10,3,5,6,14,21,33,37,38,32,41,37,13,14,11,19,6,6,8,3,361,10,12,9,3,1,2,3,23,32,24,23,30,30,34,37,12,18,13,8,17,11,5,4
1500000US040131051031,040131051031,"Block Group 1, Census Tract 1051.03, Maricopa County, Arizona",718,371,10,16,25,14,5,2,4,8,1,7,6,18,28,34,40,9,30,15,21,32,20,16,10,347,10,16,17,11,8,0,2,3,4,3,16,13,32,28,36,15,21,17,19,30,20,16,10
1500000US040131051032,040131051032,"Block Group 2, Census Tract 1051.03, Maricopa County, Arizona",792,378,12,19,21,14,3,0,1,4,6,8,11,24,26,28,41,13,28,8,25,29,29,17,11,414,18,26,25,25,6,1,3,9,7,10,15,31,25,25,37,19,27,15,18,22,24,17,9
1500000US040131051033,040131051033,"Block Group 3, Census Tract 1051.03, Maricopa County, Arizona",1507,750,18,34,49,43,12,4,3,14,12,13,14,34,59,75,80,19,56,34,44,58,42,19,14,757,20,28,60,33,6,6,2,4,12,13,19,40,75,76,81,32,52,25,38,50,38,22,25
1500000US040131052001,040131052001,"Block Group 1, Census Tract 1052, Maricopa County, Arizona",998,483,19,26,14,13,10,3,2,18,23,21,27,27,36,54,52,23,33,17,23,19,13,4,6,515,24,15,13,12,6,2,6,9,38,26,19,28,37,48,67,27,35,17,17,20,24,11,14
1500000US040131052002,040131052002,"Block Group 2, Census Tract 1052, Maricopa County, Arizona",1503,696,44,27,49,29,14,8,5,19,52,62,48,59,67,42,54,16,24,6,13,27,16,13,2,807,40,38,44,23,14,5,4,19,78,58,59,61,52,59,59,20,45,17,18,34,31,12,17
1500000US040131052003,040131052003,"Block Group 3, Census Tract 1052, Maricopa County, Arizona",1560,829,50,58,62,30,21,14,11,28,72,63,70,78,67,50,61,7,11,11,15,25,12,5,8,731,52,54,39,28,20,11,8,21,54,53,35,53,53,58,48,15,20,18,22,23,26,12,8
1500000US040131052004,040131052004,"Block Group 4, Census Tract 1052, Maricopa County, Arizona",1758,903,79,52,63,33,26,10,9,33,69,84,73,59,68,64,59,19,28,11,15,12,14,15,8,855,55,48,61,29,24,14,13,27,54,61,44,70,64,75,71,15,18,17,27,26,16,18,8
1500000US040131053001,040131053001,"Block Group 1, Census Tract 1053, Maricopa County, Arizona",1599,736,25,34,34,23,8,5,9,23,32,28,44,44,61,58,63,30,37,23,38,42,36,19,20,863,29,31,39,24,10,5,4,18,40,41,48,48,62,68,87,22,59,32,39,52,47,24,34
1500000US040131053002,040131053002,"Block Group 2, Census Tract 1053, Maricopa County, Arizona",1965,985,93,80,77,53,23,13,10,40,68,84,82,65,75,42,45,15,26,15,21,28,13,9,8,980,94,77,60,38,18,13,8,28,73,77,74,64,53,48,40,15,37,25,30,49,22,19,18
1500000US040131053003,040131053003,"Block Group 3, Census Tract 1053, Maricopa County, Arizona",1431,692,37,42,40,25,13,3,3,15,27,27,49,48,53,71,53,25,25,17,28,25,26,22,18,739,33,31,41,28,1,6,4,17,29,36,46,44,54,71,76,29,37,18,21,30,34,23,30
1500000US040131054001,040131054001,"Block Group 1, Census Tract 1054, Maricopa County, Arizona",1206,594,24,36,39,30,16,2,4,10,15,14,16,29,50,69,49,27,47,15,23,28,25,14,12,612,15,31,38,42,16,6,4,10,6,6,29,37,63,55,77,14,34,15,23,31,26,25,9
1500000US040131054002,040131054002,"Block Group 2, Census Tract 1054, Maricopa County, Arizona",1127,551,29,31,46,26,16,5,3,15,20,31,25,45,44,44,43,22,22,15,16,17,9,17,10,576,30,35,34,30,7,3,2,10,19,29,41,34,51,40,52,14,23,19,17,26,20,26,14
1500000US040131054003,040131054003,"Block Group 3, Census Tract 1054, Maricopa County, Arizona",1270,606,33,42,58,28,11,10,13,28,43,43,41,35,42,40,42,14,20,9,15,12,8,10,9,664,43,42,46,18,17,10,12,25,43,37,46,47,54,51,46,14,23,12,9,18,20,18,13
1500000US040131055011,040131055011,"Block Group 1, Census Tract 1055.01, Maricopa County, Arizona",1280,653,57,51,47,40,21,12,12,44,44,62,47,42,58,34,23,13,13,6,4,7,7,3,6,627,48,60,41,25,16,8,19,43,60,39,51,35,43,36,26,7,18,7,7,12,8,9,9
1500000US040131055012,040131055012,"Block Group 2, Census Tract 1055.01, Maricopa County, Arizona",1075,529,65,60,45,21,10,8,6,29,49,48,43,39,32,27,19,7,4,2,7,5,1,2,0,546,66,63,24,21,21,6,13,41,48,64,44,30,29,24,16,4,5,2,9,8,4,1,3
1500000US040131055021,040131055021,"Block Group 1, Census Tract 1055.02, Maricopa County, Arizona",1003,542,53,43,23,8,62,20,18,68,57,49,30,19,40,17,16,5,5,0,1,5,1,0,2,461,52,33,21,10,16,12,24,58,69,36,24,31,22,15,13,6,6,1,5,2,3,0,2
1500000US040131055022,040131055022,"Block Group 2, Census Tract 1055.02, Maricopa County, Arizona",888,468,57,36,21,17,19,23,18,49,55,30,37,27,28,24,15,1,2,4,1,2,2,0,0,420,50,22,11,10,20,27,21,41,56,27,18,22,28,32,16,5,3,4,2,3,1,1,0
1500000US040131055031,040131055031,"Block Group 1, Census Tract 1055.03, Maricopa County, Arizona",414,229,20,8,6,4,9,5,9,14,30,22,20,13,16,17,11,4,14,2,2,2,1,0,0,185,15,7,5,5,11,7,5,16,15,11,15,12,10,13,16,3,3,1,5,8,1,1,0
