GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
Id,Id2,Geography,Total:,Male:,Male: - Under 5 years,Male: - 5 to 9 years,Male: - 10 to 14 years,Male: - 15 to 17 years,Male: - 18 and 19 years,Male: - 20 years,Male: - 21 years,Male: - 22 to 24 years,Male: - 25 to 29 years,Male: - 30 to 34 years,Male: - 35 to 39 years,Male: - 40 to 44 years,Male: - 45 to 49 years,Male: - 50 to 54 years,Male: - 55 to 59 years,Male: - 60 and 61 years,Male: - 62 to 64 years,Male: - 65 and 66 years,Male: - 67 to 69 years,Male: - 70 to 74 years,Male: - 75 to 79 years,Male: - 80 to 84 years,Male: - 85 years and over,Female:,Female: - Under 5 years,Female: - 5 to 9 years,Female: - 10 to 14 years,Female: - 15 to 17 years,Female: - 18 and 19 years,Female: - 20 years,Female: - 21 years,Female: - 22 to 24 years,Female: - 25 to 29 years,Female: - 30 to 34 years,Female: - 35 to 39 years,Female: - 40 to 44 years,Female: - 45 to 49 years,Female: - 50 to 54 years,Female: - 55 to 59 years,Female: - 60 and 61 years,Female: - 62 to 64 years,Female: - 65 and 66 years,Female: - 67 to 69 years,Female: - 70 to 74 years,Female: - 75 to 79 years,Female: - 80 to 84 years,Female: - 85 years and over
1500000US040131166092,040131166092,"Block Group 2, Census Tract 1166.09, Maricopa County, Arizona",1720,835,77,59,71,39,15,14,9,17,74,91,86,58,41,50,48,15,20,15,19,8,7,1,1,885,81,69,75,30,16,12,7,31,99,79,88,48,50,69,51,13,26,8,15,5,6,6,1
1500000US040131166101,040131166101,"Block Group 1, Census Tract 1166.10, Maricopa County, Arizona",1570,768,62,77,84,50,17,14,6,21,43,71,60,71,47,46,26,14,23,12,7,8,5,3,1,802,68,72,73,35,16,10,7,30,59,69,73,67,49,56,43,15,16,10,12,15,3,3,1
1500000US040131166102,040131166102,"Block Group 2, Census Tract 1166.10, Maricopa County, Arizona",2867,1408,153,142,132,74,41,18,15,41,144,150,127,118,95,48,48,11,13,13,7,7,8,1,2,1459,145,116,130,69,34,9,20,57,161,164,143,115,81,72,46,18,23,5,16,14,11,6,4
1500000US040131166111,040131166111,"Block Group 1, Census Tract 1166.11, Maricopa County, Arizona",1547,764,69,75,41,32,20,11,5,18,29,64,79,80,59,37,50,15,24,10,14,21,7,4,0,783,76,55,59,32,19,8,7,22,39,73,75,66,63,47,49,20,23,13,11,12,6,4,4
1500000US040131166112,040131166112,"Block Group 2, Census Tract 1166.11, Maricopa County, Arizona",1670,829,67,56,64,40,26,15,10,27,35,39,47,63,68,53,62,20,44,17,27,34,10,4,1,841,51,63,56,40,30,10,8,24,37,49,68,86,57,63,57,25,32,22,17,24,9,5,8
1500000US040131166121,040131166121,"Block Group 1, Census Tract 1166.12, Maricopa County, Arizona",2483,1204,161,125,103,69,40,16,17,56,106,106,99,94,60,50,39,16,14,12,7,5,5,2,2,1279,129,111,114,65,47,20,18,64,129,146,107,88,66,56,48,18,14,10,9,8,7,4,1
1500000US040131166122,040131166122,"Block Group 2, Census Tract 1166.12, Maricopa County, Arizona",964,463,53,46,46,23,15,4,4,21,39,46,33,35,45,16,13,7,9,0,1,4,3,0,0,501,49,45,49,23,23,6,6,13,49,44,37,42,28,25,32,6,8,8,1,3,0,1,3
1500000US040131166123,040131166123,"Block Group 3, Census Tract 1166.12, Maricopa County, Arizona",1415,717,59,54,49,43,15,12,4,28,42,35,55,49,63,50,55,19,26,12,13,18,9,3,4,698,39,47,56,31,31,10,7,17,43,35,48,46,61,60,59,13,27,10,15,27,6,5,5
1500000US040131166131,040131166131,"Block Group 1, Census Tract 1166.13, Maricopa County, Arizona",2447,1177,115,129,98,65,33,15,12,55,96,100,116,89,64,71,53,17,20,10,6,6,4,3,0,1270,132,113,105,70,36,18,10,44,115,139,128,79,67,73,60,17,21,9,5,9,8,5,7
1500000US040131166132,040131166132,"Block Group 2, Census Tract 1166.13, Maricopa County, Arizona",1853,896,77,112,72,33,23,13,8,32,79,82,89,79,57,47,41,11,12,7,7,7,6,2,0,957,102,81,82,46,30,15,9,43,94,89,80,56,58,61,50,12,12,9,4,9,5,6,4
1500000US040131166133,040131166133,"Block Group 3, Census Tract 1166.13, Maricopa County, Arizona",2189,1110,111,91,73,40,28,11,27,32,70,128,87,84,81,71,63,20,29,11,16,9,18,8,2,1079,109,85,66,30,28,10,12,33,100,114,90,74,80,73,66,18,35,8,16,8,6,12,6
1500000US040131167021,040131167021,"Block Group 1, Census Tract 1167.02, Maricopa County, Arizona",1791,877,95,94,66,40,25,14,8,35,84,88,75,54,42,46,33,15,12,17,9,4,9,7,5,914,89,107,97,43,17,5,10,30,80,84,74,51,55,50,38,14,17,7,12,15,9,7,3
1500000US040131167022,040131167022,"Block Group 2, Census Tract 1167.02, Maricopa County, Arizona",1935,973,104,113,82,43,36,19,6,53,66,68,60,53,65,47,43,22,19,11,17,22,13,7,4,962,87,84,86,56,33,22,8,43,68,70,55,53,68,47,54,20,23,10,20,29,10,11,5
1500000US040131167023,040131167023,"Block Group 3, Census Tract 1167.02, Maricopa County, Arizona",2565,1217,119,108,100,43,39,28,16,69,95,90,81,68,85,59,59,24,22,17,18,29,22,14,12,1348,136,122,105,71,51,33,21,67,109,75,87,65,89,56,45,22,25,22,23,28,40,33,23
1500000US040131167024,040131167024,"Block Group 4, Census Tract 1167.02, Maricopa County, Arizona",686,364,22,23,24,18,16,6,2,19,24,20,18,24,21,24,21,15,19,6,11,11,9,10,1,322,18,14,19,13,12,7,3,9,15,20,15,17,23,27,30,15,15,4,7,16,7,10,6
1500000US040131167025,040131167025,"Block Group 5, Census Tract 1167.02, Maricopa County, Arizona",862,415,38,27,31,26,10,3,9,17,33,34,23,35,28,25,20,14,17,3,6,8,1,5,2,447,38,30,38,21,15,7,12,28,35,16,29,32,28,30,19,14,9,8,5,8,6,12,7
1500000US040131167031,040131167031,"Block Group 1, Census Tract 1167.03, Maricopa County, Arizona",2688,1331,132,114,106,58,41,24,19,45,108,83,96,81,83,79,72,30,31,18,15,41,30,15,10,1357,109,119,116,61,43,14,25,48,85,109,80,90,81,95,71,23,33,21,22,36,35,20,21
1500000US040131167032,040131167032,"Block Group 2, Census Tract 1167.03, Maricopa County, Arizona",1760,907,73,64,64,42,18,8,14,37,68,74,58,68,65,72,58,28,21,12,12,20,17,5,9,853,49,67,38,31,26,10,10,34,58,67,69,62,68,77,56,27,25,11,18,18,14,10,8
1500000US040131167041,040131167041,"Block Group 1, Census Tract 1167.04, Maricopa County, Arizona",1574,814,56,24,22,16,11,14,14,42,106,89,73,51,61,63,46,26,25,15,14,22,14,4,6,760,33,20,19,13,12,17,7,52,107,75,47,38,60,67,53,19,30,15,28,20,16,3,9
1500000US040131167042,040131167042,"Block Group 2, Census Tract 1167.04, Maricopa County, Arizona",2539,1235,130,93,76,42,38,14,17,51,114,108,103,99,91,62,72,25,26,19,17,16,8,8,6,1304,88,97,77,46,29,11,9,70,146,117,97,100,102,89,72,26,49,16,14,16,15,10,8
1500000US040131167043,040131167043,"Block Group 3, Census Tract 1167.04, Maricopa County, Arizona",2992,1501,106,113,94,45,35,8,18,44,93,121,156,127,118,100,102,38,54,28,35,37,11,8,10,1491,111,104,86,47,33,19,14,41,84,137,137,112,105,95,107,56,50,32,29,37,21,18,16
1500000US040131167071,040131167071,"Block Group 1, Census Tract 1167.07, Maricopa County, Arizona",1333,673,33,40,37,20,26,12,11,22,43,63,59,47,54,65,62,24,23,7,11,6,5,0,3,660,39,36,37,27,11,4,3,15,55,46,55,46,62,79,51,25,23,13,10,10,6,6,1
1500000US040131167072,040131167072,"Block Group 2, Census Tract 1167.07, Maricopa County, Arizona",1405,720,43,32,40,25,9,2,9,18,36,41,51,46,73,65,76,36,34,17,19,25,11,8,4,685,26,29,29,22,9,4,2,10,25,49,55,48,80,83,69,23,33,17,19,22,12,11,8
1500000US040131167081,040131167081,"Block Group 1, Census Tract 1167.08, Maricopa County, Arizona",1522,739,39,35,44,28,19,5,9,16,44,43,32,47,57,61,51,27,35,22,27,31,28,26,13,783,31,35,42,32,20,7,5,21,25,35,33,54,57,83,54,25,41,23,30,31,35,38,26
1500000US040131167082,040131167082,"Block Group 2, Census Tract 1167.08, Maricopa County, Arizona",1048,444,15,8,9,1,3,2,3,13,53,36,22,21,14,9,26,10,24,14,20,40,42,30,29,604,6,5,5,5,2,4,5,32,42,21,19,13,22,29,44,13,37,25,33,57,70,60,55
1500000US040131167083,040131167083,"Block Group 3, Census Tract 1167.08, Maricopa County, Arizona",1174,556,23,24,32,14,12,7,7,44,72,50,44,41,44,37,26,8,17,6,14,19,8,3,4,618,20,17,31,16,16,6,16,40,77,45,49,46,44,53,37,13,19,14,17,11,15,7,9
1500000US040131167084,040131167084,"Block Group 4, Census Tract 1167.08, Maricopa County, Arizona",1289,544,8,7,1,5,4,0,0,3,12,12,7,9,20,23,50,25,34,37,34,48,62,76,67,745,3,5,4,3,3,1,2,4,8,7,9,4,25,46,70,31,44,36,50,113,96,106,75
1500000US040131167091,040131167091,"Block Group 1, Census Tract 1167.09, Maricopa County, Arizona",957,474,17,19,15,7,12,7,7,41,69,52,50,41,32,36,22,12,14,7,3,7,1,2,1,483,38,19,19,7,10,12,10,43,67,47,29,35,31,32,18,17,14,3,11,12,5,1,3
1500000US040131167092,040131167092,"Block Group 2, Census Tract 1167.09, Maricopa County, Arizona",832,403,25,23,32,11,8,6,6,17,37,34,23,34,39,29,31,7,7,7,6,6,3,6,6,429,22,21,21,16,9,3,10,16,42,41,27,31,42,35,42,4,14,9,5,6,1,7,5
1500000US040131167101,040131167101,"Block Group 1, Census Tract 1167.10, Maricopa County, Arizona",1560,797,38,43,76,47,26,6,4,19,22,28,39,61,66,102,71,34,36,17,18,18,17,5,4,763,23,56,66,39,12,7,2,11,19,19,40,70,98,102,69,26,30,15,18,16,10,11,4
1500000US040131167102,040131167102,"Block Group 2, Census Tract 1167.10, Maricopa County, Arizona",1605,820,42,49,73,48,27,5,4,23,23,17,30,63,81,84,96,25,38,20,27,20,15,7,3,785,26,52,55,56,19,6,6,17,15,21,46,59,87,89,91,27,33,19,14,15,13,10,9
1500000US040131167103,040131167103,"Block Group 3, Census Tract 1167.10, Maricopa County, Arizona",1473,727,38,54,77,48,31,7,11,18,23,24,33,55,62,79,58,19,32,8,8,21,10,8,3,746,25,56,72,47,16,9,5,22,30,24,39,54,92,92,70,13,18,6,17,11,18,5,5
1500000US040131167111,040131167111,"Block Group 1, Census Tract 1167.11, Maricopa County, Arizona",690,319,11,15,10,12,5,4,1,3,9,12,15,13,18,25,35,9,21,10,17,22,24,20,8,371,4,6,13,9,3,1,2,4,9,11,11,17,33,43,39,11,24,8,25,38,24,24,12
1500000US040131167112,040131167112,"Block Group 2, Census Tract 1167.11, Maricopa County, Arizona",1188,565,45,52,56,26,9,7,10,31,88,63,48,18,35,31,20,6,5,2,6,5,1,0,1,623,45,52,42,31,16,8,10,50,77,63,56,39,44,32,28,9,9,1,3,2,1,4,1
1500000US040131167121,040131167121,"Block Group 1, Census Tract 1167.12, Maricopa County, Arizona",2246,1088,82,66,60,32,24,19,7,75,171,116,112,89,63,74,26,15,16,0,10,12,12,6,1,1158,71,50,80,43,21,24,18,123,143,126,93,101,74,61,38,7,28,8,8,24,11,4,2
1500000US040131167122,040131167122,"Block Group 2, Census Tract 1167.12, Maricopa County, Arizona",1573,765,40,54,63,42,22,10,15,17,56,55,56,61,59,75,45,19,22,8,9,12,7,6,12,808,37,47,71,42,19,10,7,37,48,76,57,74,72,66,49,17,20,10,9,11,13,8,8
1500000US040131167123,040131167123,"Block Group 3, Census Tract 1167.12, Maricopa County, Arizona",2578,1255,95,92,106,64,34,19,19,47,78,109,115,91,112,113,70,19,16,10,16,15,9,2,4,1323,90,103,112,67,30,11,15,43,95,101,137,125,120,84,73,17,21,11,21,13,10,8,16
1500000US040131167131,040131167131,"Block Group 1, Census Tract 1167.13, Maricopa County, Arizona",897,426,31,25,32,11,14,0,7,27,39,43,35,24,36,28,24,10,12,7,8,6,1,6,0,471,28,24,24,20,11,5,6,26,51,53,30,25,37,30,32,8,13,7,12,10,7,3,9
1500000US040131167132,040131167132,"Block Group 2, Census Tract 1167.13, Maricopa County, Arizona",1163,577,24,52,51,55,12,5,4,12,12,16,25,40,55,75,58,12,24,14,12,9,5,3,2,586,24,33,58,40,20,7,5,8,19,22,36,44,62,83,57,17,13,4,8,15,2,5,4
1500000US040131167133,040131167133,"Block Group 3, Census Tract 1167.13, Maricopa County, Arizona",1262,629,29,49,52,54,20,3,6,18,13,17,34,38,83,80,41,19,20,10,15,11,8,7,2,633,18,45,53,49,23,6,5,12,14,19,42,52,81,74,55,21,13,3,10,17,7,9,5
1500000US040131167134,040131167134,"Block Group 4, Census Tract 1167.13, Maricopa County, Arizona",1664,813,60,63,71,47,23,15,3,18,34,54,47,59,68,103,57,14,24,18,15,10,4,5,1,851,37,49,73,50,20,12,11,22,44,55,59,73,89,94,61,18,21,14,12,11,10,8,8
1500000US040131167135,040131167135,"Block Group 5, Census Tract 1167.13, Maricopa County, Arizona",1118,545,27,37,51,26,17,6,8,29,30,48,54,37,54,44,32,4,8,5,4,11,4,3,6,573,24,44,44,30,22,8,7,17,37,44,51,49,63,53,25,8,7,6,10,9,6,6,3
1500000US040131167141,040131167141,"Block Group 1, Census Tract 1167.14, Maricopa County, Arizona",1472,722,29,48,67,57,24,16,10,26,29,32,42,60,90,73,54,12,14,9,8,4,9,3,6,750,37,45,62,46,21,5,5,41,33,33,50,66,102,82,51,16,14,4,7,14,6,3,7
1500000US040131167142,040131167142,"Block Group 2, Census Tract 1167.14, Maricopa County, Arizona",1823,898,50,55,86,67,24,6,11,20,23,33,57,81,110,101,78,16,25,6,11,19,10,5,4,925,31,60,84,73,28,12,6,22,26,42,62,88,111,116,74,8,26,9,9,18,14,3,3
1500000US040131167151,040131167151,"Block Group 1, Census Tract 1167.15, Maricopa County, Arizona",1200,602,45,33,37,25,8,7,7,19,27,45,44,42,59,66,59,16,17,10,10,9,8,6,3,598,28,45,36,22,9,5,5,18,28,40,42,56,61,72,51,17,12,5,12,11,5,6,12
1500000US040131167152,040131167152,"Block Group 2, Census Tract 1167.15, Maricopa County, Arizona",875,434,17,23,14,16,10,5,5,12,37,38,30,29,32,32,42,9,17,13,6,25,10,8,4,441,18,12,16,13,14,4,5,18,36,25,31,28,31,43,39,21,13,8,12,24,15,6,9
1500000US040131167171,040131167171,"Block Group 1, Census Tract 1167.17, Maricopa County, Arizona",2087,1007,97,76,69,26,28,25,21,82,190,104,81,62,50,35,26,6,14,1,5,6,3,0,0,1080,87,80,69,23,48,23,37,80,197,119,90,55,61,33,30,7,11,8,7,7,5,0,3
1500000US040131167172,040131167172,"Block Group 2, Census Tract 1167.17, Maricopa County, Arizona",1934,980,95,59,42,31,20,17,15,75,145,104,94,59,56,56,39,13,17,9,8,13,5,2,6,954,90,51,43,25,20,17,20,75,152,103,74,52,47,82,40,16,15,12,3,6,6,4,1
1500000US040131167181,040131167181,"Block Group 1, Census Tract 1167.18, Maricopa County, Arizona",2599,1273,110,76,72,48,34,16,19,90,173,125,92,77,77,73,29,12,22,17,18,25,24,27,17,1326,83,66,63,33,35,15,33,85,185,119,88,80,77,77,49,24,23,12,23,44,29,50,33
1500000US040131167191,040131167191,"Block Group 1, Census Tract 1167.19, Maricopa County, Arizona",1693,837,53,69,82,38,25,5,10,29,31,56,67,77,92,84,42,12,27,13,5,9,3,6,2,856,52,54,57,36,23,11,7,19,45,60,74,79,99,103,53,16,10,5,13,13,11,4,12
1500000US040131167192,040131167192,"Block Group 2, Census Tract 1167.19, Maricopa County, Arizona",1344,670,56,27,28,12,11,11,8,37,134,105,62,48,48,33,21,6,3,4,4,8,3,0,1,674,39,40,24,13,9,5,13,65,125,93,54,44,49,35,24,10,4,5,4,3,11,3,2
1500000US040131167193,040131167193,"Block Group 3, Census Tract 1167.19, Maricopa County, Arizona",1472,725,49,65,61,41,12,7,4,14,32,52,67,51,74,72,39,10,16,11,16,14,9,3,6,747,53,58,54,34,15,8,3,17,37,50,64,65,85,64,50,18,22,6,6,14,9,8,7
1500000US040131167194,040131167194,"Block Group 4, Census Tract 1167.19, Maricopa County, Arizona",1895,966,65,67,110,60,20,11,13,24,40,57,58,84,112,86,69,12,20,16,10,10,8,12,2,929,41,43,69,55,24,12,9,19,50,50,67,99,121,82,84,16,18,14,10,15,12,10,9
1500000US040131167201,040131167201,"Block Group 1, Census Tract 1167.20, Maricopa County, Arizona",1285,581,30,39,45,29,16,3,4,14,36,43,48,56,55,52,33,11,17,8,10,17,11,2,2,704,33,34,37,28,9,7,6,26,38,49,60,59,74,59,63,25,16,14,11,26,11,9,10
1500000US040131167202,040131167202,"Block Group 2, Census Tract 1167.20, Maricopa County, Arizona",980,487,32,34,46,20,10,7,10,23,50,49,48,44,30,26,25,6,11,4,4,5,1,0,2,493,31,37,35,13,9,6,8,30,47,52,54,42,31,30,23,11,13,3,6,6,2,2,2
1500000US040131167203,040131167203,"Block Group 3, Census Tract 1167.20, Maricopa County, Arizona",1509,728,46,43,52,22,13,3,7,35,99,69,65,53,46,73,40,10,10,4,8,15,10,0,5,781,42,36,44,26,17,4,7,48,121,61,67,60,61,68,50,16,18,6,9,9,6,2,3
1500000US040131167211,040131167211,"Block Group 1, Census Tract 1167.21, Maricopa County, Arizona",1726,849,35,60,81,71,43,11,10,22,35,26,38,70,92,91,77,19,20,9,9,14,8,6,2,877,39,61,84,61,31,10,8,30,25,28,40,89,105,119,56,15,16,14,11,10,10,11,4
1500000US040131167212,040131167212,"Block Group 2, Census Tract 1167.21, Maricopa County, Arizona",1810,889,50,66,59,45,24,6,5,17,40,47,66,58,91,87,88,37,23,15,19,27,6,12,1,921,27,45,65,52,21,9,10,26,42,55,63,64,112,101,85,34,30,13,19,22,12,10,4
1500000US040131167251,040131167251,"Block Group 1, Census Tract 1167.25, Maricopa County, Arizona",1109,535,25,38,36,39,15,5,3,8,14,27,40,67,58,52,33,7,19,4,15,12,12,5,1,574,32,51,35,34,15,3,5,11,16,21,46,66,69,42,50,15,8,11,13,13,8,4,6
1500000US040131167252,040131167252,"Block Group 2, Census Tract 1167.25, Maricopa County, Arizona",723,316,13,21,23,13,7,2,3,6,28,24,28,30,26,27,20,6,6,7,10,8,5,2,1,407,15,19,23,9,9,2,7,23,36,31,32,32,44,27,22,4,24,2,12,12,11,6,5
1500000US040131167253,040131167253,"Block Group 3, Census Tract 1167.25, Maricopa County, Arizona",1275,629,21,44,55,33,21,4,3,13,11,12,38,53,67,75,55,22,24,15,23,23,8,5,4,646,28,49,45,35,12,4,3,16,13,18,41,57,82,62,69,20,20,15,17,20,9,9,2
1500000US040131167254,040131167254,"Block Group 4, Census Tract 1167.25, Maricopa County, Arizona",1666,778,36,52,63,37,17,10,5,36,58,68,64,61,70,79,48,14,15,5,11,12,11,5,1,888,30,59,82,47,25,5,6,36,59,67,65,75,88,85,54,18,18,9,14,11,21,6,8
1500000US040131167271,040131167271,"Block Group 1, Census Tract 1167.27, Maricopa County, Arizona",2629,1302,59,121,117,111,29,13,8,21,34,26,69,105,167,168,90,27,48,20,22,33,7,5,2,1327,61,102,131,77,27,13,9,29,32,42,86,143,182,158,76,30,44,19,19,17,16,8,6
1500000US040131167272,040131167272,"Block Group 2, Census Tract 1167.27, Maricopa County, Arizona",1436,725,28,67,77,53,23,6,5,15,19,10,44,76,107,78,38,13,22,10,6,9,13,5,1,711,32,58,59,40,17,6,5,14,19,20,44,89,101,70,49,10,17,10,15,15,13,5,3
1500000US040131167281,040131167281,"Block Group 1, Census Tract 1167.28, Maricopa County, Arizona",1287,644,30,53,77,51,16,3,10,10,19,12,42,53,83,84,50,11,14,3,5,3,8,4,3,643,32,44,79,46,21,2,7,19,11,26,46,69,96,64,32,11,8,3,7,4,6,4,6
1500000US040131167282,040131167282,"Block Group 2, Census Tract 1167.28, Maricopa County, Arizona",2081,1015,46,79,110,61,31,8,4,17,13,20,53,103,149,129,89,16,28,9,16,16,11,7,0,1066,54,78,131,71,19,10,6,21,16,42,64,112,163,103,80,17,21,13,15,16,8,3,3
1500000US040131167283,040131167283,"Block Group 3, Census Tract 1167.28, Maricopa County, Arizona",1244,634,30,44,59,52,20,7,4,7,14,12,38,51,76,98,49,17,14,20,11,3,7,1,0,610,26,34,57,38,11,6,4,12,6,29,32,56,93,96,45,13,18,7,9,6,5,3,4
1500000US040131167291,040131167291,"Block Group 1, Census Tract 1167.29, Maricopa County, Arizona",1151,585,18,34,72,63,22,8,8,7,17,18,28,33,63,84,45,9,20,11,6,11,4,2,2,566,30,42,52,33,19,4,5,9,12,22,29,42,99,64,40,9,18,9,7,8,6,5,2
1500000US040131167292,040131167292,"Block Group 2, Census Tract 1167.29, Maricopa County, Arizona",2019,1022,36,74,99,89,35,6,17,18,29,28,47,76,142,136,92,20,31,11,12,9,12,2,1,997,38,63,101,75,35,13,8,19,25,32,46,86,154,145,74,20,18,8,9,12,5,6,5
1500000US040131167293,040131167293,"Block Group 3, Census Tract 1167.29, Maricopa County, Arizona",1133,596,28,48,58,60,16,9,5,12,12,10,19,40,75,73,51,23,22,9,13,9,4,0,0,537,23,29,47,35,14,4,2,10,16,9,26,51,83,69,46,17,19,7,11,8,4,4,3
1500000US040131167301,040131167301,"Block Group 1, Census Tract 1167.30, Maricopa County, Arizona",1793,877,85,94,66,38,19,8,10,11,26,48,94,113,80,71,46,15,18,8,10,7,5,2,3,916,75,96,68,45,16,5,9,15,34,62,117,107,80,67,51,7,19,6,8,15,8,4,2
1500000US040131167311,040131167311,"Block Group 1, Census Tract 1167.31, Maricopa County, Arizona",1917,934,66,77,99,38,14,4,7,15,24,54,79,103,108,89,57,17,24,9,21,13,8,6,2,983,57,90,72,60,24,12,7,21,33,49,94,110,116,80,60,13,25,9,20,9,8,10,4
1500000US040131167312,040131167312,"Block Group 2, Census Tract 1167.31, Maricopa County, Arizona",1317,629,45,33,84,47,13,2,5,14,25,32,41,68,66,68,33,15,20,3,5,6,1,1,2,688,38,71,88,35,15,4,6,18,28,33,51,81,78,57,35,5,15,1,11,4,6,6,2
1500000US040131167321,040131167321,"Block Group 1, Census Tract 1167.32, Maricopa County, Arizona",2316,1170,85,76,68,45,28,17,14,33,67,62,94,91,87,93,101,37,53,20,21,35,23,13,7,1146,81,83,64,38,27,14,10,49,64,75,83,71,89,98,89,47,38,28,26,28,13,15,16
1500000US040131167322,040131167322,"Block Group 2, Census Tract 1167.32, Maricopa County, Arizona",1130,552,35,53,48,33,26,10,7,20,38,41,29,47,35,36,32,13,12,6,6,11,8,4,2,578,54,54,45,36,22,8,7,27,41,34,47,44,45,23,23,7,15,2,14,12,9,3,6
1500000US040131167331,040131167331,"Block Group 1, Census Tract 1167.33, Maricopa County, Arizona",283,151,5,9,18,4,3,1,1,3,5,2,14,10,24,17,11,2,7,2,3,4,5,1,0,132,2,13,10,8,1,0,1,0,1,7,9,11,23,14,8,5,3,5,1,8,2,0,0
1500000US040131168001,040131168001,"Block Group 1, Census Tract 1168, Maricopa County, Arizona",1003,530,49,55,50,29,20,5,9,18,48,29,51,37,43,31,17,9,9,2,8,5,3,2,1,473,58,52,54,26,15,5,12,24,35,40,33,42,26,23,10,2,5,1,1,5,1,0,3
1500000US040131168002,040131168002,"Block Group 2, Census Tract 1168, Maricopa County, Arizona",1652,823,39,45,54,46,25,6,7,25,48,59,53,63,65,76,73,14,29,9,13,23,19,17,15,829,59,59,53,22,20,9,7,31,51,55,46,62,58,66,63,17,18,8,26,28,22,18,31
1500000US040131169001,040131169001,"Block Group 1, Census Tract 1169, Maricopa County, Arizona",2387,1303,156,154,124,54,42,16,19,65,109,112,102,85,72,72,49,23,16,5,5,14,4,3,2,1084,143,134,96,64,30,13,19,46,95,92,92,67,55,41,23,10,15,12,12,17,0,2,6
1500000US040131170001,040131170001,"Block Group 1, Census Tract 1170, Maricopa County, Arizona",1720,850,72,65,78,20,27,12,16,32,54,58,62,73,62,76,52,12,11,9,13,22,14,4,6,870,76,74,71,26,21,9,7,34,61,79,59,60,66,62,48,14,20,6,12,16,9,15,25
1500000US040131170002,040131170002,"Block Group 2, Census Tract 1170, Maricopa County, Arizona",1782,905,91,86,73,38,18,8,14,42,83,72,74,70,65,42,37,11,8,7,11,19,16,11,9,877,93,73,63,34,25,18,8,36,62,78,75,56,59,49,29,9,14,11,14,24,16,16,15
1500000US040131170003,040131170003,"Block Group 3, Census Tract 1170, Maricopa County, Arizona",2176,1115,100,105,96,64,51,17,19,67,84,88,92,95,59,57,52,13,14,6,11,8,7,4,6,1061,104,103,92,52,34,18,17,53,93,73,86,67,80,59,45,11,14,6,11,13,20,6,4
1500000US040131171001,040131171001,"Block Group 1, Census Tract 1171, Maricopa County, Arizona",1830,1014,31,23,19,15,14,8,13,85,169,105,87,49,56,48,48,21,33,15,21,29,30,34,61,816,30,14,20,13,13,17,19,126,169,96,61,50,40,37,29,10,9,10,5,5,5,16,22
1500000US040131171002,040131171002,"Block Group 2, Census Tract 1171, Maricopa County, Arizona",770,390,17,17,21,10,9,6,2,13,26,42,47,39,37,32,29,6,8,6,4,4,5,6,4,380,36,23,19,11,5,4,3,15,39,32,23,26,35,19,30,9,9,7,6,6,8,8,7
1500000US040131172001,040131172001,"Block Group 1, Census Tract 1172, Maricopa County, Arizona",521,273,23,26,25,15,8,4,8,16,20,18,19,13,19,10,21,7,5,0,6,1,2,2,5,248,25,18,22,12,10,9,3,19,17,14,11,16,22,14,12,4,5,0,1,2,3,5,4
1500000US040131172002,040131172002,"Block Group 2, Census Tract 1172, Maricopa County, Arizona",832,418,42,46,31,28,22,15,7,17,19,25,26,32,21,22,25,10,5,8,6,2,6,0,3,414,47,36,46,21,18,8,7,15,20,33,26,32,22,20,26,1,1,5,4,8,7,8,3
1500000US040131173001,040131173001,"Block Group 1, Census Tract 1173, Maricopa County, Arizona",824,404,41,41,33,21,14,3,10,17,31,35,20,28,27,21,20,4,14,2,6,7,3,4,2,420,54,42,40,22,20,4,7,19,39,23,20,26,22,19,18,7,9,5,6,7,4,6,1
1500000US040131173002,040131173002,"Block Group 2, Census Tract 1173, Maricopa County, Arizona",853,339,84,83,49,31,8,2,6,4,13,8,9,8,5,8,7,3,2,2,2,1,1,3,0,514,90,77,56,29,18,8,7,31,45,34,35,31,16,15,7,1,2,1,4,3,1,1,2
1500000US040132168061,040132168061,"Block Group 1, Census Tract 2168.06, Maricopa County, Arizona",1535,706,29,32,24,16,8,3,5,20,37,32,37,46,49,52,44,24,33,35,32,49,38,40,21,829,25,24,25,9,14,7,6,18,38,35,42,44,63,58,64,18,50,34,45,63,51,51,45
1500000US040132168062,040132168062,"Block Group 2, Census Tract 2168.06, Maricopa County, Arizona",1432,683,29,35,41,24,10,6,1,16,34,31,42,55,61,44,50,19,24,13,22,38,29,34,25,749,26,30,35,19,7,3,3,19,34,32,52,48,72,53,48,24,38,23,24,45,45,34,35
1500000US040132168071,040132168071,"Block Group 1, Census Tract 2168.07, Maricopa County, Arizona",2147,1042,39,70,89,54,22,3,5,19,33,30,53,84,91,91,76,29,61,26,41,50,33,18,25,1105,51,78,79,46,16,7,5,15,30,30,67,78,88,93,105,51,63,31,30,60,35,22,25
