GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US040130101011,040130101011,"Block Group 1, Census Tract 101.01, Maricopa County, Arizona",1306,296,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,14,22,16,25,0,13,0,13,0,13,49,74,246,142,28,33,123,91,122,73,192,104,308,143,194,110,0,13,0,13
1500000US040130101012,040130101012,"Block Group 2, Census Tract 101.01, Maricopa County, Arizona",1584,323,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,176,115,0,13,35,34,224,120,208,169,627,245,161,83,124,83,29,34
1500000US040130101013,040130101013,"Block Group 3, Census Tract 101.01, Maricopa County, Arizona",1196,444,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,29,24,13,20,0,13,277,278,0,13,71,50,187,79,61,52,339,158,145,106,44,52,13,21
1500000US040130101021,040130101021,"Block Group 1, Census Tract 101.02, Maricopa County, Arizona",587,277,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,40,25,41,14,21,72,50,131,129,185,137,26,29,32,36,65,87
1500000US040130101022,040130101022,"Block Group 2, Census Tract 101.02, Maricopa County, Arizona",1963,417,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,122,126,0,13,86,53,230,134,56,69,762,229,573,283,28,33,106,115
1500000US040130101023,040130101023,"Block Group 3, Census Tract 101.02, Maricopa County, Arizona",1460,349,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,88,0,13,0,13,0,13,17,26,93,65,0,13,79,91,164,83,32,36,555,227,290,118,136,83,40,35
1500000US040130304011,040130304011,"Block Group 1, Census Tract 304.01, Maricopa County, Arizona",1267,318,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,31,0,13,0,13,247,192,0,13,7,16,255,161,107,107,300,117,143,106,100,104,90,86
1500000US040130304012,040130304012,"Block Group 2, Census Tract 304.01, Maricopa County, Arizona",1244,371,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,26,130,114,38,63,18,30,198,137,91,101,481,201,202,137,51,82,19,32
1500000US040130304013,040130304013,"Block Group 3, Census Tract 304.01, Maricopa County, Arizona",837,202,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,28,0,13,0,13,0,13,0,13,48,58,0,13,49,43,106,121,17,26,298,131,241,138,29,33,31,35
1500000US040130304021,040130304021,"Block Group 1, Census Tract 304.02, Maricopa County, Arizona",393,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,32,35,0,13,0,13,92,64,24,30,169,123,57,53,8,13,0,13
1500000US040130304022,040130304022,"Block Group 2, Census Tract 304.02, Maricopa County, Arizona",1245,284,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,8,14,145,71,10,17,52,44,217,105,109,66,327,165,255,143,92,97,13,21
1500000US040130304023,040130304023,"Block Group 3, Census Tract 304.02, Maricopa County, Arizona",1382,268,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,32,13,21,20,21,150,84,13,21,96,74,262,126,92,70,449,128,224,139,16,26,27,31
1500000US040130405021,040130405021,"Block Group 1, Census Tract 405.02, Maricopa County, Arizona",272,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,6,0,13,35,55,0,13,72,64,0,13,13,20,34,38,53,85,11,18,51,65,0,13,0,13
1500000US040130405022,040130405022,"Block Group 2, Census Tract 405.02, Maricopa County, Arizona",418,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,62,0,13,0,13,20,32,12,19,17,29,0,13,76,54,48,62,24,28,71,52,38,43,26,30,36,36,13,21,0,13
1500000US040130405023,040130405023,"Block Group 3, Census Tract 405.02, Maricopa County, Arizona",2059,361,0,13,0,13,0,13,0,13,0,13,43,68,0,13,0,13,49,62,88,127,86,84,28,32,31,32,70,54,3,8,573,195,26,29,132,77,441,187,53,44,243,158,129,95,64,51,0,13
1500000US040130405024,040130405024,"Block Group 4, Census Tract 405.02, Maricopa County, Arizona",1117,284,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,60,78,0,13,14,27,33,32,0,13,372,143,27,30,130,99,259,140,114,79,75,48,33,53,0,13,0,13
1500000US040130405061,040130405061,"Block Group 1, Census Tract 405.06, Maricopa County, Arizona",2129,366,15,24,0,13,0,13,14,23,0,13,0,13,0,13,0,13,0,13,14,23,0,13,0,13,68,64,0,13,8,10,710,190,32,37,219,114,283,120,163,113,385,124,150,89,36,56,32,36
1500000US040130405062,040130405062,"Block Group 2, Census Tract 405.06, Maricopa County, Arizona",1191,210,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,27,0,13,17,27,0,13,0,13,228,107,0,13,91,61,288,125,89,51,231,114,141,73,14,23,76,55
1500000US040130405063,040130405063,"Block Group 3, Census Tract 405.06, Maricopa County, Arizona",927,183,0,13,0,13,0,13,0,13,0,13,0,13,24,40,0,13,0,13,27,30,0,13,0,13,16,26,39,37,15,23,160,81,0,13,132,72,188,72,26,31,189,87,84,60,0,13,27,42
1500000US040130405064,040130405064,"Block Group 4, Census Tract 405.06, Maricopa County, Arizona",1050,191,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,15,23,16,25,0,13,305,132,16,24,92,70,128,88,108,60,226,86,116,66,0,13,14,23
1500000US040130405071,040130405071,"Block Group 1, Census Tract 405.07, Maricopa County, Arizona",1488,209,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,29,20,31,0,13,32,49,0,13,257,115,33,42,66,45,348,130,181,96,348,130,123,93,28,31,26,29
1500000US040130405072,040130405072,"Block Group 2, Census Tract 405.07, Maricopa County, Arizona",2536,294,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,0,13,17,29,0,13,19,31,14,22,70,46,639,161,123,81,163,74,400,145,278,133,481,189,254,127,46,44,18,28
1500000US040130405073,040130405073,"Block Group 3, Census Tract 405.07, Maricopa County, Arizona",682,230,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,152,75,18,30,47,35,102,107,25,40,184,128,126,65,0,13,14,22
1500000US040130405074,040130405074,"Block Group 4, Census Tract 405.07, Maricopa County, Arizona",784,201,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,34,0,13,0,13,14,21,16,25,294,167,13,20,61,50,93,88,51,48,162,69,33,38,25,39,0,13
1500000US040130405075,040130405075,"Block Group 5, Census Tract 405.07, Maricopa County, Arizona",867,170,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,43,0,13,2,4,13,16,4,7,19,24,0,13,0,13,190,84,21,27,61,47,186,113,81,65,148,94,93,57,22,35,0,13
1500000US040130405121,040130405121,"Block Group 1, Census Tract 405.12, Maricopa County, Arizona",1617,140,5,9,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,4,8,24,25,33,27,335,117,38,28,188,91,273,80,83,54,514,128,44,30,36,34,30,39
1500000US040130405131,040130405131,"Block Group 1, Census Tract 405.13, Maricopa County, Arizona",1221,205,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,7,11,352,98,7,12,62,34,170,79,170,71,253,105,168,75,0,13,25,28
1500000US040130405132,040130405132,"Block Group 2, Census Tract 405.13, Maricopa County, Arizona",1757,191,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,39,0,13,15,24,0,13,71,60,387,113,0,13,79,50,332,124,103,62,454,126,238,98,38,28,7,11
1500000US040130405141,040130405141,"Block Group 1, Census Tract 405.14, Maricopa County, Arizona",1625,226,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,49,64,44,39,23,26,22,28,454,132,36,35,188,78,257,95,116,66,251,92,129,61,48,49,0,13
1500000US040130405142,040130405142,"Block Group 2, Census Tract 405.14, Maricopa County, Arizona",1288,192,22,33,0,13,0,13,0,13,0,13,0,13,0,13,20,32,0,13,0,13,0,13,0,13,0,13,0,13,28,44,282,92,60,53,88,50,295,132,35,29,307,112,101,77,18,20,32,30
1500000US040130405151,040130405151,"Block Group 1, Census Tract 405.15, Maricopa County, Arizona",1915,384,39,42,0,13,9,14,20,19,9,15,4,7,0,13,42,53,135,115,5,7,32,27,37,36,24,28,18,18,30,41,449,159,28,33,153,81,266,131,123,93,445,207,26,26,21,23,0,13
1500000US040130405152,040130405152,"Block Group 2, Census Tract 405.15, Maricopa County, Arizona",1703,296,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,42,39,10,16,42,58,17,24,501,111,63,50,81,62,361,138,186,112,277,102,102,76,12,16,0,13
1500000US040130405161,040130405161,"Block Group 1, Census Tract 405.16, Maricopa County, Arizona",378,163,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,13,21,0,13,0,13,14,21,9,18,32,36,8,12,53,51,81,57,61,50,93,69,0,13,0,13,0,13
1500000US040130405162,040130405162,"Block Group 2, Census Tract 405.16, Maricopa County, Arizona",2015,275,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,28,28,453,150,51,44,152,61,329,101,222,93,483,143,203,90,58,39,27,39
1500000US040130405171,040130405171,"Block Group 1, Census Tract 405.17, Maricopa County, Arizona",1936,463,11,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,45,0,13,31,25,17,19,22,26,29,24,6,8,777,287,139,68,248,131,247,160,200,150,150,97,23,18,0,13,0,13
1500000US040130405172,040130405172,"Block Group 2, Census Tract 405.17, Maricopa County, Arizona",2305,378,15,23,0,13,0,13,0,13,20,32,0,13,0,13,0,13,22,35,0,13,21,22,0,13,36,34,0,13,18,28,699,265,124,107,245,118,333,177,466,253,163,108,137,105,6,10,0,13
1500000US040130405181,040130405181,"Block Group 1, Census Tract 405.18, Maricopa County, Arizona",1131,299,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,118,175,5,9,50,41,51,64,0,13,199,75,54,41,72,46,233,96,31,31,210,96,70,53,5,10,33,39
1500000US040130405182,040130405182,"Block Group 2, Census Tract 405.18, Maricopa County, Arizona",1297,312,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,18,0,13,21,34,67,82,59,62,480,219,32,40,103,71,144,81,196,115,97,77,75,56,13,22,0,13
1500000US040130405183,040130405183,"Block Group 3, Census Tract 405.18, Maricopa County, Arizona",853,407,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,0,13,0,13,0,13,0,13,157,176,18,21,120,80,340,363,0,13,154,89,28,29,22,33,0,13
1500000US040130405184,040130405184,"Block Group 4, Census Tract 405.18, Maricopa County, Arizona",766,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,166,74,15,23,0,13,428,159,96,92,42,44,19,35,0,13,0,13
1500000US040130405185,040130405185,"Block Group 5, Census Tract 405.18, Maricopa County, Arizona",314,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,21,22,26,91,67,51,35,16,26,14,22,11,18,0,13,93,87
1500000US040130405191,040130405191,"Block Group 1, Census Tract 405.19, Maricopa County, Arizona",1318,243,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,0,13,0,13,178,88,9,18,57,40,310,98,149,100,332,141,230,115,44,37,0,13
1500000US040130405192,040130405192,"Block Group 2, Census Tract 405.19, Maricopa County, Arizona",771,224,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,116,77,0,13,31,25,192,104,81,85,226,110,75,42,34,31,16,19
1500000US040130405193,040130405193,"Block Group 3, Census Tract 405.19, Maricopa County, Arizona",999,203,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,200,84,0,13,32,29,102,47,96,76,324,106,188,104,19,21,38,30
1500000US040130405201,040130405201,"Block Group 1, Census Tract 405.20, Maricopa County, Arizona",1083,276,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,30,0,13,14,23,156,128,20,31,60,59,256,120,133,77,253,135,108,61,49,55,16,32
1500000US040130405202,040130405202,"Block Group 2, Census Tract 405.20, Maricopa County, Arizona",1251,360,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,14,0,13,0,13,0,13,219,100,0,13,18,21,358,269,95,79,359,201,168,194,16,21,10,17
1500000US040130405211,040130405211,"Block Group 1, Census Tract 405.21, Maricopa County, Arizona",2908,366,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,16,0,18,20,23,0,18,13,21,482,185,50,41,102,65,880,272,264,116,781,210,295,144,11,19,0,18
1500000US040130405221,040130405221,"Block Group 1, Census Tract 405.22, Maricopa County, Arizona",1587,247,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,0,13,0,13,61,95,0,13,14,24,411,152,0,13,206,120,256,104,80,69,380,146,93,72,47,37,26,29
1500000US040130405222,040130405222,"Block Group 2, Census Tract 405.22, Maricopa County, Arizona",1280,263,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,47,74,316,99,26,30,82,53,256,148,40,37,353,136,112,71,0,13,35,56
1500000US040130405223,040130405223,"Block Group 3, Census Tract 405.22, Maricopa County, Arizona",1587,263,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,24,0,13,0,13,55,43,28,33,352,128,0,13,26,31,206,120,203,118,451,210,209,166,42,38,0,13
1500000US040130405231,040130405231,"Block Group 1, Census Tract 405.23, Maricopa County, Arizona",3037,242,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,13,2,0,13,8,13,61,63,60,73,552,157,103,68,303,82,587,187,237,103,808,172,249,82,29,27,17,27
1500000US040130405241,040130405241,"Block Group 1, Census Tract 405.24, Maricopa County, Arizona",781,157,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,6,9,5,9,109,76,29,28,91,49,165,76,15,15,199,77,141,57,5,9,10,11
1500000US040130405242,040130405242,"Block Group 2, Census Tract 405.24, Maricopa County, Arizona",633,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,34,110,62,12,13,67,42,141,127,45,37,139,65,73,57,0,13,15,24
1500000US040130405251,040130405251,"Block Group 1, Census Tract 405.25, Maricopa County, Arizona",522,133,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,46,0,13,24,20,173,90,17,18,119,83,77,46,33,33,9,13
1500000US040130405252,040130405252,"Block Group 2, Census Tract 405.25, Maricopa County, Arizona",471,127,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,74,52,0,13,77,42,35,44,57,48,117,64,69,50,29,28,13,20
1500000US040130405253,040130405253,"Block Group 3, Census Tract 405.25, Maricopa County, Arizona",478,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,74,62,0,13,39,19,146,83,0,13,122,65,58,66,39,62,0,13
1500000US040130405254,040130405254,"Block Group 4, Census Tract 405.25, Maricopa County, Arizona",642,165,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,131,72,0,13,21,24,183,97,15,26,180,100,87,57,0,13,8,13
1500000US040130405255,040130405255,"Block Group 5, Census Tract 405.25, Maricopa County, Arizona",605,171,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,118,87,41,36,35,34,130,71,49,34,52,32,159,87,13,21,8,12
1500000US040130405256,040130405256,"Block Group 6, Census Tract 405.25, Maricopa County, Arizona",400,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,19,0,13,91,56,0,13,112,75,30,22,22,26,113,113,16,18,0,13,0,13
1500000US040130405261,040130405261,"Block Group 1, Census Tract 405.26, Maricopa County, Arizona",1171,198,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,29,12,18,19,31,297,119,38,41,84,49,194,82,12,18,314,133,163,114,11,17,9,14
1500000US040130405262,040130405262,"Block Group 2, Census Tract 405.26, Maricopa County, Arizona",345,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,107,78,0,13,49,40,47,37,38,38,82,71,9,14,7,11,6,11
1500000US040130405263,040130405263,"Block Group 3, Census Tract 405.26, Maricopa County, Arizona",822,202,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,54,0,13,0,13,0,13,7,12,338,116,30,29,39,46,108,58,36,29,210,114,9,14,12,20,0,13
1500000US040130405271,040130405271,"Block Group 1, Census Tract 405.27, Maricopa County, Arizona",599,181,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,13,21,0,13,0,13,12,20,146,87,11,19,59,64,132,75,0,13,206,131,9,15,0,13,0,13
1500000US040130405272,040130405272,"Block Group 2, Census Tract 405.27, Maricopa County, Arizona",1092,325,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,57,57,42,59,27,30,11,18,28,37,274,107,66,64,58,64,222,127,66,61,180,136,53,44,0,13,8,12
1500000US040130405273,040130405273,"Block Group 3, Census Tract 405.27, Maricopa County, Arizona",1762,284,81,68,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,21,0,13,3,7,0,13,0,13,0,13,22,47,356,213,70,63,64,67,480,189,342,183,264,202,55,69,0,13,13,20
1500000US040130405281,040130405281,"Block Group 1, Census Tract 405.28, Maricopa County, Arizona",1177,213,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,34,52,0,13,41,49,377,128,15,26,97,58,172,88,127,60,207,116,63,58,44,43,0,13
1500000US040130405282,040130405282,"Block Group 2, Census Tract 405.28, Maricopa County, Arizona",1008,197,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,250,87,36,42,63,60,136,88,52,45,275,119,80,56,86,77,15,23
1500000US040130405283,040130405283,"Block Group 3, Census Tract 405.28, Maricopa County, Arizona",762,138,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,13,22,0,13,196,89,0,13,25,30,143,65,52,49,266,101,40,36,13,22,0,13
1500000US040130405284,040130405284,"Block Group 4, Census Tract 405.28, Maricopa County, Arizona",800,145,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,34,161,71,0,13,65,62,79,56,42,39,105,69,174,82,59,57,85,105
1500000US040130405285,040130405285,"Block Group 5, Census Tract 405.28, Maricopa County, Arizona",1252,269,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,13,21,169,88,26,30,88,59,181,123,117,86,255,115,242,127,25,30,124,119
1500000US040130405286,040130405286,"Block Group 6, Census Tract 405.28, Maricopa County, Arizona",1384,194,14,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,221,96,16,26,137,74,210,96,205,125,313,120,184,105,57,56,11,14
1500000US040130405291,040130405291,"Block Group 1, Census Tract 405.29, Maricopa County, Arizona",906,175,0,13,0,13,0,13,0,13,0,13,14,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,21,0,13,220,76,0,13,71,47,153,65,50,35,216,95,140,100,24,28,0,13
1500000US040130405292,040130405292,"Block Group 2, Census Tract 405.29, Maricopa County, Arizona",982,192,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,21,0,13,8,14,220,117,9,14,68,60,220,163,50,42,281,105,72,51,21,32,0,13
1500000US040130405293,040130405293,"Block Group 3, Census Tract 405.29, Maricopa County, Arizona",180,78,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,0,13,0,13,58,40,9,14,31,30,0,13,10,16,20,17,28,43,0,13,10,16
1500000US040130405294,040130405294,"Block Group 4, Census Tract 405.29, Maricopa County, Arizona",925,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,143,78,23,27,109,66,160,75,58,44,250,96,122,74,45,49,0,13
1500000US040130405301,040130405301,"Block Group 1, Census Tract 405.30, Maricopa County, Arizona",1000,248,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,34,0,13,0,13,19,29,0,13,41,42,60,67,0,13,216,95,18,28,70,46,211,106,175,126,144,66,24,28,0,13,0,13
1500000US040130405302,040130405302,"Block Group 2, Census Tract 405.30, Maricopa County, Arizona",1402,237,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,14,12,19,0,13,57,78,0,13,0,13,267,167,28,25,100,64,449,156,183,108,190,76,42,38,45,40,20,31
1500000US040130405311,040130405311,"Block Group 1, Census Tract 405.31, Maricopa County, Arizona",956,159,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,24,19,33,0,13,26,40,0,13,83,57,18,28,398,141,28,45,73,62,137,80,50,53,67,53,46,58,0,13,0,13
1500000US040130405312,040130405312,"Block Group 2, Census Tract 405.31, Maricopa County, Arizona",649,162,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,0,13,0,13,14,22,43,38,154,82,0,13,31,29,116,64,82,55,137,68,48,40,0,13,0,13
1500000US040130405313,040130405313,"Block Group 3, Census Tract 405.31, Maricopa County, Arizona",265,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,123,70,20,23,22,26,53,56,30,48,9,14,0,13,0,13,0,13
1500000US040130405314,040130405314,"Block Group 4, Census Tract 405.31, Maricopa County, Arizona",616,168,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,43,49,148,76,8,13,62,51,169,100,38,49,88,72,42,47,9,15,0,13
1500000US040130506031,040130506031,"Block Group 1, Census Tract 506.03, Maricopa County, Arizona",474,170,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,24,0,13,3,5,0,13,25,32,0,13,0,13,83,56,79,63,62,44,122,93,38,43,47,41,0,13,0,13,0,13
1500000US040130506032,040130506032,"Block Group 2, Census Tract 506.03, Maricopa County, Arizona",1505,284,44,51,0,13,0,13,6,9,0,13,0,13,0,13,12,19,109,108,30,34,0,13,31,39,2,6,71,55,34,33,453,125,63,57,52,30,310,163,118,118,92,59,69,43,9,13,0,13
1500000US040130506033,040130506033,"Block Group 3, Census Tract 506.03, Maricopa County, Arizona",332,93,11,18,0,13,0,13,0,13,11,18,17,20,0,13,11,18,24,24,0,13,0,13,29,38,11,12,5,9,5,8,95,58,5,7,5,8,52,35,22,14,11,10,18,20,0,13,0,13
1500000US040130506041,040130506041,"Block Group 1, Census Tract 506.04, Maricopa County, Arizona",1269,248,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,39,24,37,8,12,37,37,46,42,67,55,24,27,363,216,44,41,142,81,211,99,193,142,35,32,34,24,0,13,0,13
1500000US040130506042,040130506042,"Block Group 2, Census Tract 506.04, Maricopa County, Arizona",582,150,37,35,0,13,0,13,0,13,0,13,10,15,3,7,16,22,49,45,0,13,25,17,15,24,3,5,15,18,8,14,115,57,37,42,22,25,121,67,14,15,70,45,19,24,3,5,0,13
1500000US040130506051,040130506051,"Block Group 1, Census Tract 506.05, Maricopa County, Arizona",1376,252,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,17,0,13,53,56,22,17,12,9,40,41,37,34,385,168,52,27,117,60,273,88,120,69,199,105,43,29,4,7,0,13
