GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
1500000US040130506084,040130506084,"Block Group 4, Census Tract 506.08, Maricopa County, Arizona",100600,29868
1500000US040130506091,040130506091,"Block Group 1, Census Tract 506.09, Maricopa County, Arizona",115100,47579
1500000US040130506092,040130506092,"Block Group 2, Census Tract 506.09, Maricopa County, Arizona",162600,4526
1500000US040130506093,040130506093,"Block Group 3, Census Tract 506.09, Maricopa County, Arizona",102000,23249
1500000US040130506101,040130506101,"Block Group 1, Census Tract 506.10, Maricopa County, Arizona",133800,21103
1500000US040130506102,040130506102,"Block Group 2, Census Tract 506.10, Maricopa County, Arizona",157100,24884
1500000US040130506103,040130506103,"Block Group 3, Census Tract 506.10, Maricopa County, Arizona",286700,54641
1500000US040130506111,040130506111,"Block Group 1, Census Tract 506.11, Maricopa County, Arizona",133800,32199
1500000US040130506112,040130506112,"Block Group 2, Census Tract 506.11, Maricopa County, Arizona",204200,81476
1500000US040130507011,040130507011,"Block Group 1, Census Tract 507.01, Maricopa County, Arizona",100600,11302
1500000US040130507012,040130507012,"Block Group 2, Census Tract 507.01, Maricopa County, Arizona",69500,43064
1500000US040130507021,040130507021,"Block Group 1, Census Tract 507.02, Maricopa County, Arizona",83800,13975
1500000US040130507022,040130507022,"Block Group 2, Census Tract 507.02, Maricopa County, Arizona",94500,17976
1500000US040130507023,040130507023,"Block Group 3, Census Tract 507.02, Maricopa County, Arizona",87700,14140
1500000US040130608011,040130608011,"Block Group 1, Census Tract 608.01, Maricopa County, Arizona",81800,8456
1500000US040130608012,040130608012,"Block Group 2, Census Tract 608.01, Maricopa County, Arizona",152000,47088
1500000US040130608013,040130608013,"Block Group 3, Census Tract 608.01, Maricopa County, Arizona",93800,43137
1500000US040130608014,040130608014,"Block Group 4, Census Tract 608.01, Maricopa County, Arizona",32300,4350
1500000US040130608015,040130608015,"Block Group 5, Census Tract 608.01, Maricopa County, Arizona",73000,85132
1500000US040130608021,040130608021,"Block Group 1, Census Tract 608.02, Maricopa County, Arizona",65900,26878
1500000US040130608022,040130608022,"Block Group 2, Census Tract 608.02, Maricopa County, Arizona",92100,6610
1500000US040130609011,040130609011,"Block Group 1, Census Tract 609.01, Maricopa County, Arizona",39600,44154
1500000US040130609012,040130609012,"Block Group 2, Census Tract 609.01, Maricopa County, Arizona",103500,21630
1500000US040130609013,040130609013,"Block Group 3, Census Tract 609.01, Maricopa County, Arizona",114200,30673
1500000US040130609021,040130609021,"Block Group 1, Census Tract 609.02, Maricopa County, Arizona",95500,12106
1500000US040130609022,040130609022,"Block Group 2, Census Tract 609.02, Maricopa County, Arizona",108500,21131
1500000US040130609023,040130609023,"Block Group 3, Census Tract 609.02, Maricopa County, Arizona",87400,25455
1500000US040130609031,040130609031,"Block Group 1, Census Tract 609.03, Maricopa County, Arizona",82700,34920
1500000US040130609032,040130609032,"Block Group 2, Census Tract 609.03, Maricopa County, Arizona",74700,5795
1500000US040130609033,040130609033,"Block Group 3, Census Tract 609.03, Maricopa County, Arizona",109500,3175
1500000US040130609034,040130609034,"Block Group 4, Census Tract 609.03, Maricopa County, Arizona",81100,13942
1500000US040130609041,040130609041,"Block Group 1, Census Tract 609.04, Maricopa County, Arizona",47900,42299
1500000US040130609042,040130609042,"Block Group 2, Census Tract 609.04, Maricopa County, Arizona",71500,14162
1500000US040130609043,040130609043,"Block Group 3, Census Tract 609.04, Maricopa County, Arizona",73600,5698
1500000US040130610091,040130610091,"Block Group 1, Census Tract 610.09, Maricopa County, Arizona",140800,19707
1500000US040130610092,040130610092,"Block Group 2, Census Tract 610.09, Maricopa County, Arizona",113300,9036
1500000US040130610093,040130610093,"Block Group 3, Census Tract 610.09, Maricopa County, Arizona",372700,25254
1500000US040130610094,040130610094,"Block Group 4, Census Tract 610.09, Maricopa County, Arizona",183400,11508
1500000US040130610101,040130610101,"Block Group 1, Census Tract 610.10, Maricopa County, Arizona",149100,18354
1500000US040130610102,040130610102,"Block Group 2, Census Tract 610.10, Maricopa County, Arizona",339300,32700
1500000US040130610103,040130610103,"Block Group 3, Census Tract 610.10, Maricopa County, Arizona",329100,50441
1500000US040130610111,040130610111,"Block Group 1, Census Tract 610.11, Maricopa County, Arizona",238300,93767
1500000US040130610112,040130610112,"Block Group 2, Census Tract 610.11, Maricopa County, Arizona",174600,82357
1500000US040130610121,040130610121,"Block Group 1, Census Tract 610.12, Maricopa County, Arizona",307500,52501
1500000US040130610122,040130610122,"Block Group 2, Census Tract 610.12, Maricopa County, Arizona",101300,60166
1500000US040130610123,040130610123,"Block Group 3, Census Tract 610.12, Maricopa County, Arizona",184300,12521
1500000US040130610124,040130610124,"Block Group 4, Census Tract 610.12, Maricopa County, Arizona",229900,31378
1500000US040130610131,040130610131,"Block Group 1, Census Tract 610.13, Maricopa County, Arizona",148900,21569
1500000US040130610132,040130610132,"Block Group 2, Census Tract 610.13, Maricopa County, Arizona",250300,59224
1500000US040130610141,040130610141,"Block Group 1, Census Tract 610.14, Maricopa County, Arizona",137000,7167
1500000US040130610142,040130610142,"Block Group 2, Census Tract 610.14, Maricopa County, Arizona",133900,12799
1500000US040130610151,040130610151,"Block Group 1, Census Tract 610.15, Maricopa County, Arizona",128100,30262
1500000US040130610152,040130610152,"Block Group 2, Census Tract 610.15, Maricopa County, Arizona",111500,10166
1500000US040130610153,040130610153,"Block Group 3, Census Tract 610.15, Maricopa County, Arizona",168200,18421
1500000US040130610161,040130610161,"Block Group 1, Census Tract 610.16, Maricopa County, Arizona",230000,13045
1500000US040130610171,040130610171,"Block Group 1, Census Tract 610.17, Maricopa County, Arizona",-,**
1500000US040130610181,040130610181,"Block Group 1, Census Tract 610.18, Maricopa County, Arizona",353400,40444
1500000US040130610182,040130610182,"Block Group 2, Census Tract 610.18, Maricopa County, Arizona",308200,22144
1500000US040130610183,040130610183,"Block Group 3, Census Tract 610.18, Maricopa County, Arizona",308500,41358
1500000US040130610191,040130610191,"Block Group 1, Census Tract 610.19, Maricopa County, Arizona",162500,111315
1500000US040130610192,040130610192,"Block Group 2, Census Tract 610.19, Maricopa County, Arizona",85000,54045
1500000US040130610193,040130610193,"Block Group 3, Census Tract 610.19, Maricopa County, Arizona",158000,20646
1500000US040130610201,040130610201,"Block Group 1, Census Tract 610.20, Maricopa County, Arizona",247700,22917
1500000US040130610202,040130610202,"Block Group 2, Census Tract 610.20, Maricopa County, Arizona",149200,109787
1500000US040130610203,040130610203,"Block Group 3, Census Tract 610.20, Maricopa County, Arizona",233100,68257
1500000US040130610211,040130610211,"Block Group 1, Census Tract 610.21, Maricopa County, Arizona",202400,66984
1500000US040130610221,040130610221,"Block Group 1, Census Tract 610.22, Maricopa County, Arizona",162700,10185
1500000US040130610222,040130610222,"Block Group 2, Census Tract 610.22, Maricopa County, Arizona",99700,11399
1500000US040130610223,040130610223,"Block Group 3, Census Tract 610.22, Maricopa County, Arizona",119700,19460
1500000US040130610231,040130610231,"Block Group 1, Census Tract 610.23, Maricopa County, Arizona",154400,24170
1500000US040130610232,040130610232,"Block Group 2, Census Tract 610.23, Maricopa County, Arizona",213500,46529
1500000US040130610233,040130610233,"Block Group 3, Census Tract 610.23, Maricopa County, Arizona",177900,30239
1500000US040130610234,040130610234,"Block Group 4, Census Tract 610.23, Maricopa County, Arizona",123000,17222
1500000US040130610241,040130610241,"Block Group 1, Census Tract 610.24, Maricopa County, Arizona",108800,48925
1500000US040130610251,040130610251,"Block Group 1, Census Tract 610.25, Maricopa County, Arizona",182100,55239
1500000US040130610252,040130610252,"Block Group 2, Census Tract 610.25, Maricopa County, Arizona",173700,60299
1500000US040130610253,040130610253,"Block Group 3, Census Tract 610.25, Maricopa County, Arizona",165600,26500
1500000US040130610261,040130610261,"Block Group 1, Census Tract 610.26, Maricopa County, Arizona",166500,23574
1500000US040130610262,040130610262,"Block Group 2, Census Tract 610.26, Maricopa County, Arizona",117300,12953
1500000US040130610271,040130610271,"Block Group 1, Census Tract 610.27, Maricopa County, Arizona",89800,44963
1500000US040130610272,040130610272,"Block Group 2, Census Tract 610.27, Maricopa County, Arizona",160500,8167
1500000US040130610273,040130610273,"Block Group 3, Census Tract 610.27, Maricopa County, Arizona",188700,26359
1500000US040130610274,040130610274,"Block Group 4, Census Tract 610.27, Maricopa County, Arizona",98900,21873
1500000US040130610275,040130610275,"Block Group 5, Census Tract 610.27, Maricopa County, Arizona",118600,14679
1500000US040130610281,040130610281,"Block Group 1, Census Tract 610.28, Maricopa County, Arizona",158800,6699
1500000US040130610291,040130610291,"Block Group 1, Census Tract 610.29, Maricopa County, Arizona",144300,19438
1500000US040130610292,040130610292,"Block Group 2, Census Tract 610.29, Maricopa County, Arizona",129000,23613
1500000US040130610293,040130610293,"Block Group 3, Census Tract 610.29, Maricopa County, Arizona",145300,12421
1500000US040130610294,040130610294,"Block Group 4, Census Tract 610.29, Maricopa County, Arizona",132800,15965
1500000US040130610301,040130610301,"Block Group 1, Census Tract 610.30, Maricopa County, Arizona",190500,33416
1500000US040130610302,040130610302,"Block Group 2, Census Tract 610.30, Maricopa County, Arizona",151200,24426
1500000US040130610303,040130610303,"Block Group 3, Census Tract 610.30, Maricopa County, Arizona",152900,17070
1500000US040130610311,040130610311,"Block Group 1, Census Tract 610.31, Maricopa County, Arizona",199100,19399
1500000US040130610321,040130610321,"Block Group 1, Census Tract 610.32, Maricopa County, Arizona",145400,32533
1500000US040130610322,040130610322,"Block Group 2, Census Tract 610.32, Maricopa County, Arizona",139100,9115
1500000US040130610323,040130610323,"Block Group 3, Census Tract 610.32, Maricopa County, Arizona",84900,3000
1500000US040130610324,040130610324,"Block Group 4, Census Tract 610.32, Maricopa County, Arizona",120000,37973
1500000US040130610331,040130610331,"Block Group 1, Census Tract 610.33, Maricopa County, Arizona",124300,13235
1500000US040130610332,040130610332,"Block Group 2, Census Tract 610.33, Maricopa County, Arizona",163900,13715
1500000US040130610333,040130610333,"Block Group 3, Census Tract 610.33, Maricopa County, Arizona",134000,17270
1500000US040130610341,040130610341,"Block Group 1, Census Tract 610.34, Maricopa County, Arizona",167400,10212
1500000US040130610342,040130610342,"Block Group 2, Census Tract 610.34, Maricopa County, Arizona",161300,4503
1500000US040130610343,040130610343,"Block Group 3, Census Tract 610.34, Maricopa County, Arizona",173100,34949
1500000US040130610344,040130610344,"Block Group 4, Census Tract 610.34, Maricopa County, Arizona",180300,21748
1500000US040130610351,040130610351,"Block Group 1, Census Tract 610.35, Maricopa County, Arizona",207300,34620
1500000US040130610352,040130610352,"Block Group 2, Census Tract 610.35, Maricopa County, Arizona",215800,34204
1500000US040130610353,040130610353,"Block Group 3, Census Tract 610.35, Maricopa County, Arizona",133000,22651
1500000US040130610354,040130610354,"Block Group 4, Census Tract 610.35, Maricopa County, Arizona",98600,29221
1500000US040130610361,040130610361,"Block Group 1, Census Tract 610.36, Maricopa County, Arizona",205000,85329
1500000US040130610362,040130610362,"Block Group 2, Census Tract 610.36, Maricopa County, Arizona",185400,35788
1500000US040130610371,040130610371,"Block Group 1, Census Tract 610.37, Maricopa County, Arizona",189800,13110
1500000US040130610372,040130610372,"Block Group 2, Census Tract 610.37, Maricopa County, Arizona",174000,14726
1500000US040130610381,040130610381,"Block Group 1, Census Tract 610.38, Maricopa County, Arizona",111600,14495
1500000US040130610382,040130610382,"Block Group 2, Census Tract 610.38, Maricopa County, Arizona",136900,29942
1500000US040130610383,040130610383,"Block Group 3, Census Tract 610.38, Maricopa County, Arizona",267600,47560
1500000US040130610391,040130610391,"Block Group 1, Census Tract 610.39, Maricopa County, Arizona",184700,72894
1500000US040130610392,040130610392,"Block Group 2, Census Tract 610.39, Maricopa County, Arizona",427500,334236
1500000US040130610393,040130610393,"Block Group 3, Census Tract 610.39, Maricopa County, Arizona",162900,77109
1500000US040130610401,040130610401,"Block Group 1, Census Tract 610.40, Maricopa County, Arizona",134200,29121
1500000US040130610402,040130610402,"Block Group 2, Census Tract 610.40, Maricopa County, Arizona",85100,6109
1500000US040130610403,040130610403,"Block Group 3, Census Tract 610.40, Maricopa County, Arizona",105400,11645
1500000US040130610411,040130610411,"Block Group 1, Census Tract 610.41, Maricopa County, Arizona",111000,19274
1500000US040130610412,040130610412,"Block Group 2, Census Tract 610.41, Maricopa County, Arizona",85600,14910
1500000US040130610413,040130610413,"Block Group 3, Census Tract 610.41, Maricopa County, Arizona",105500,23495
1500000US040130610414,040130610414,"Block Group 4, Census Tract 610.41, Maricopa County, Arizona",121400,37212
1500000US040130610421,040130610421,"Block Group 1, Census Tract 610.42, Maricopa County, Arizona",119600,21160
1500000US040130610422,040130610422,"Block Group 2, Census Tract 610.42, Maricopa County, Arizona",59400,16918
1500000US040130610423,040130610423,"Block Group 3, Census Tract 610.42, Maricopa County, Arizona",41000,24549
1500000US040130610424,040130610424,"Block Group 4, Census Tract 610.42, Maricopa County, Arizona",106600,5308
1500000US040130610431,040130610431,"Block Group 1, Census Tract 610.43, Maricopa County, Arizona",94800,8221
1500000US040130610432,040130610432,"Block Group 2, Census Tract 610.43, Maricopa County, Arizona",170700,22013
1500000US040130610441,040130610441,"Block Group 1, Census Tract 610.44, Maricopa County, Arizona",181500,18580
1500000US040130610442,040130610442,"Block Group 2, Census Tract 610.44, Maricopa County, Arizona",181800,5185
1500000US040130610443,040130610443,"Block Group 3, Census Tract 610.44, Maricopa County, Arizona",277400,21471
1500000US040130610451,040130610451,"Block Group 1, Census Tract 610.45, Maricopa County, Arizona",303900,31325
1500000US040130610452,040130610452,"Block Group 2, Census Tract 610.45, Maricopa County, Arizona",366600,22575
1500000US040130610453,040130610453,"Block Group 3, Census Tract 610.45, Maricopa County, Arizona",306700,53269
1500000US040130610461,040130610461,"Block Group 1, Census Tract 610.46, Maricopa County, Arizona",123400,27658
1500000US040130610462,040130610462,"Block Group 2, Census Tract 610.46, Maricopa County, Arizona",146000,15993
1500000US040130610471,040130610471,"Block Group 1, Census Tract 610.47, Maricopa County, Arizona",211800,32030
1500000US040130610472,040130610472,"Block Group 2, Census Tract 610.47, Maricopa County, Arizona",338300,47777
1500000US040130611001,040130611001,"Block Group 1, Census Tract 611, Maricopa County, Arizona",-,**
1500000US040130611002,040130611002,"Block Group 2, Census Tract 611, Maricopa County, Arizona",-,**
1500000US040130611003,040130611003,"Block Group 3, Census Tract 611, Maricopa County, Arizona",-,**
1500000US040130612001,040130612001,"Block Group 1, Census Tract 612, Maricopa County, Arizona",14700,6176
1500000US040130612002,040130612002,"Block Group 2, Census Tract 612, Maricopa County, Arizona",64600,17310
1500000US040130612003,040130612003,"Block Group 3, Census Tract 612, Maricopa County, Arizona",81700,30474
1500000US040130612004,040130612004,"Block Group 4, Census Tract 612, Maricopa County, Arizona",86400,30372
1500000US040130613001,040130613001,"Block Group 1, Census Tract 613, Maricopa County, Arizona",89000,11287
1500000US040130614011,040130614011,"Block Group 1, Census Tract 614.01, Maricopa County, Arizona",53300,11062
1500000US040130614012,040130614012,"Block Group 2, Census Tract 614.01, Maricopa County, Arizona",52300,42047
1500000US040130614021,040130614021,"Block Group 1, Census Tract 614.02, Maricopa County, Arizona",50900,23844
1500000US040130614022,040130614022,"Block Group 2, Census Tract 614.02, Maricopa County, Arizona",70400,13321
1500000US040130614023,040130614023,"Block Group 3, Census Tract 614.02, Maricopa County, Arizona",82100,32711
1500000US040130715031,040130715031,"Block Group 1, Census Tract 715.03, Maricopa County, Arizona",132800,17323
1500000US040130715032,040130715032,"Block Group 2, Census Tract 715.03, Maricopa County, Arizona",113900,24063
1500000US040130715033,040130715033,"Block Group 3, Census Tract 715.03, Maricopa County, Arizona",164800,14136
1500000US040130715034,040130715034,"Block Group 4, Census Tract 715.03, Maricopa County, Arizona",82100,5166
1500000US040130715041,040130715041,"Block Group 1, Census Tract 715.04, Maricopa County, Arizona",100000,12805
1500000US040130715042,040130715042,"Block Group 2, Census Tract 715.04, Maricopa County, Arizona",127000,35520
1500000US040130715043,040130715043,"Block Group 3, Census Tract 715.04, Maricopa County, Arizona",147500,16806
1500000US040130715044,040130715044,"Block Group 4, Census Tract 715.04, Maricopa County, Arizona",109300,9924
1500000US040130715051,040130715051,"Block Group 1, Census Tract 715.05, Maricopa County, Arizona",114900,13607
1500000US040130715052,040130715052,"Block Group 2, Census Tract 715.05, Maricopa County, Arizona",148500,17291
1500000US040130715053,040130715053,"Block Group 3, Census Tract 715.05, Maricopa County, Arizona",148000,16318
1500000US040130715054,040130715054,"Block Group 4, Census Tract 715.05, Maricopa County, Arizona",81100,10718
1500000US040130715061,040130715061,"Block Group 1, Census Tract 715.06, Maricopa County, Arizona",148500,23479
1500000US040130715062,040130715062,"Block Group 2, Census Tract 715.06, Maricopa County, Arizona",142500,8740
1500000US040130715063,040130715063,"Block Group 3, Census Tract 715.06, Maricopa County, Arizona",124200,50910
1500000US040130715064,040130715064,"Block Group 4, Census Tract 715.06, Maricopa County, Arizona",161600,58222
1500000US040130715091,040130715091,"Block Group 1, Census Tract 715.09, Maricopa County, Arizona",207200,66567
1500000US040130715092,040130715092,"Block Group 2, Census Tract 715.09, Maricopa County, Arizona",278000,19433
1500000US040130715093,040130715093,"Block Group 3, Census Tract 715.09, Maricopa County, Arizona",458300,203462
1500000US040130715094,040130715094,"Block Group 4, Census Tract 715.09, Maricopa County, Arizona",177900,18714
1500000US040130715101,040130715101,"Block Group 1, Census Tract 715.10, Maricopa County, Arizona",278600,26124
