GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004
Id,Id2,Geography,Total population in occupied housing units:,Owned with a mortgage or a loan,Owned free and clear,Renter occupied
1500000US040131036094,040131036094,"Block Group 4, Census Tract 1036.09, Maricopa County, Arizona",1665,3,2,1660
1500000US040131036111,040131036111,"Block Group 1, Census Tract 1036.11, Maricopa County, Arizona",1645,728,114,803
1500000US040131036112,040131036112,"Block Group 2, Census Tract 1036.11, Maricopa County, Arizona",1389,1027,213,149
1500000US040131036113,040131036113,"Block Group 3, Census Tract 1036.11, Maricopa County, Arizona",2081,1464,412,205
1500000US040131036121,040131036121,"Block Group 1, Census Tract 1036.12, Maricopa County, Arizona",1054,4,1,1049
1500000US040131036122,040131036122,"Block Group 2, Census Tract 1036.12, Maricopa County, Arizona",1123,780,180,163
1500000US040131036123,040131036123,"Block Group 3, Census Tract 1036.12, Maricopa County, Arizona",1566,1161,239,166
1500000US040131036124,040131036124,"Block Group 4, Census Tract 1036.12, Maricopa County, Arizona",1003,5,0,998
1500000US040131036141,040131036141,"Block Group 1, Census Tract 1036.14, Maricopa County, Arizona",1987,1392,296,299
1500000US040131036142,040131036142,"Block Group 2, Census Tract 1036.14, Maricopa County, Arizona",1006,682,221,103
1500000US040131036151,040131036151,"Block Group 1, Census Tract 1036.15, Maricopa County, Arizona",836,198,115,523
1500000US040131036152,040131036152,"Block Group 2, Census Tract 1036.15, Maricopa County, Arizona",1869,277,224,1368
1500000US040131036153,040131036153,"Block Group 3, Census Tract 1036.15, Maricopa County, Arizona",1835,157,34,1644
1500000US040131037011,040131037011,"Block Group 1, Census Tract 1037.01, Maricopa County, Arizona",1169,229,141,799
1500000US040131037012,040131037012,"Block Group 2, Census Tract 1037.01, Maricopa County, Arizona",2280,1116,266,898
1500000US040131037013,040131037013,"Block Group 3, Census Tract 1037.01, Maricopa County, Arizona",1244,415,132,697
1500000US040131037021,040131037021,"Block Group 1, Census Tract 1037.02, Maricopa County, Arizona",782,401,99,282
1500000US040131037022,040131037022,"Block Group 2, Census Tract 1037.02, Maricopa County, Arizona",1164,685,218,261
1500000US040131037023,040131037023,"Block Group 3, Census Tract 1037.02, Maricopa County, Arizona",1101,250,63,788
1500000US040131039001,040131039001,"Block Group 1, Census Tract 1039, Maricopa County, Arizona",1322,945,134,243
1500000US040131039002,040131039002,"Block Group 2, Census Tract 1039, Maricopa County, Arizona",1488,500,67,921
1500000US040131039003,040131039003,"Block Group 3, Census Tract 1039, Maricopa County, Arizona",1359,602,105,652
1500000US040131039004,040131039004,"Block Group 4, Census Tract 1039, Maricopa County, Arizona",1648,1000,214,434
1500000US040131040001,040131040001,"Block Group 1, Census Tract 1040, Maricopa County, Arizona",1630,623,147,860
1500000US040131040002,040131040002,"Block Group 2, Census Tract 1040, Maricopa County, Arizona",1005,1,0,1004
1500000US040131040003,040131040003,"Block Group 3, Census Tract 1040, Maricopa County, Arizona",1840,1158,190,492
1500000US040131040004,040131040004,"Block Group 4, Census Tract 1040, Maricopa County, Arizona",2227,825,142,1260
1500000US040131041001,040131041001,"Block Group 1, Census Tract 1041, Maricopa County, Arizona",1579,663,119,797
1500000US040131041002,040131041002,"Block Group 2, Census Tract 1041, Maricopa County, Arizona",1714,749,148,817
1500000US040131041003,040131041003,"Block Group 3, Census Tract 1041, Maricopa County, Arizona",1387,1021,170,196
1500000US040131041004,040131041004,"Block Group 4, Census Tract 1041, Maricopa County, Arizona",1821,1077,150,594
1500000US040131042021,040131042021,"Block Group 1, Census Tract 1042.02, Maricopa County, Arizona",1376,902,163,311
1500000US040131042022,040131042022,"Block Group 2, Census Tract 1042.02, Maricopa County, Arizona",2193,1385,286,522
1500000US040131042023,040131042023,"Block Group 3, Census Tract 1042.02, Maricopa County, Arizona",1550,1105,172,273
1500000US040131042031,040131042031,"Block Group 1, Census Tract 1042.03, Maricopa County, Arizona",1141,747,109,285
1500000US040131042032,040131042032,"Block Group 2, Census Tract 1042.03, Maricopa County, Arizona",1185,839,114,232
1500000US040131042033,040131042033,"Block Group 3, Census Tract 1042.03, Maricopa County, Arizona",914,95,7,812
1500000US040131042034,040131042034,"Block Group 4, Census Tract 1042.03, Maricopa County, Arizona",1260,811,163,286
1500000US040131042035,040131042035,"Block Group 5, Census Tract 1042.03, Maricopa County, Arizona",1679,1002,122,555
1500000US040131042041,040131042041,"Block Group 1, Census Tract 1042.04, Maricopa County, Arizona",1412,948,159,305
1500000US040131042042,040131042042,"Block Group 2, Census Tract 1042.04, Maricopa County, Arizona",1799,1217,180,402
1500000US040131042051,040131042051,"Block Group 1, Census Tract 1042.05, Maricopa County, Arizona",1174,783,103,288
1500000US040131042052,040131042052,"Block Group 2, Census Tract 1042.05, Maricopa County, Arizona",1051,134,38,879
1500000US040131042053,040131042053,"Block Group 3, Census Tract 1042.05, Maricopa County, Arizona",1138,731,173,234
1500000US040131042054,040131042054,"Block Group 4, Census Tract 1042.05, Maricopa County, Arizona",1773,128,13,1632
1500000US040131042061,040131042061,"Block Group 1, Census Tract 1042.06, Maricopa County, Arizona",1238,825,172,241
1500000US040131042062,040131042062,"Block Group 2, Census Tract 1042.06, Maricopa County, Arizona",1379,584,88,707
1500000US040131042063,040131042063,"Block Group 3, Census Tract 1042.06, Maricopa County, Arizona",1169,821,199,149
1500000US040131042071,040131042071,"Block Group 1, Census Tract 1042.07, Maricopa County, Arizona",1576,1119,205,252
1500000US040131042072,040131042072,"Block Group 2, Census Tract 1042.07, Maricopa County, Arizona",1445,1044,218,183
1500000US040131042073,040131042073,"Block Group 3, Census Tract 1042.07, Maricopa County, Arizona",1205,69,0,1136
1500000US040131042121,040131042121,"Block Group 1, Census Tract 1042.12, Maricopa County, Arizona",760,74,3,683
1500000US040131042122,040131042122,"Block Group 2, Census Tract 1042.12, Maricopa County, Arizona",1786,1214,185,387
1500000US040131042123,040131042123,"Block Group 3, Census Tract 1042.12, Maricopa County, Arizona",1678,1183,126,369
1500000US040131042124,040131042124,"Block Group 4, Census Tract 1042.12, Maricopa County, Arizona",1941,1376,213,352
1500000US040131042141,040131042141,"Block Group 1, Census Tract 1042.14, Maricopa County, Arizona",1181,848,125,208
1500000US040131042142,040131042142,"Block Group 2, Census Tract 1042.14, Maricopa County, Arizona",1019,792,149,78
1500000US040131042151,040131042151,"Block Group 1, Census Tract 1042.15, Maricopa County, Arizona",631,346,90,195
1500000US040131042152,040131042152,"Block Group 2, Census Tract 1042.15, Maricopa County, Arizona",593,122,16,455
1500000US040131042153,040131042153,"Block Group 3, Census Tract 1042.15, Maricopa County, Arizona",715,574,60,81
1500000US040131042154,040131042154,"Block Group 4, Census Tract 1042.15, Maricopa County, Arizona",616,480,30,106
1500000US040131042155,040131042155,"Block Group 5, Census Tract 1042.15, Maricopa County, Arizona",1440,968,98,374
1500000US040131042161,040131042161,"Block Group 1, Census Tract 1042.16, Maricopa County, Arizona",1247,163,9,1075
1500000US040131042162,040131042162,"Block Group 2, Census Tract 1042.16, Maricopa County, Arizona",1050,788,94,168
1500000US040131042163,040131042163,"Block Group 3, Census Tract 1042.16, Maricopa County, Arizona",2416,1651,243,522
1500000US040131042171,040131042171,"Block Group 1, Census Tract 1042.17, Maricopa County, Arizona",1704,1063,160,481
1500000US040131042172,040131042172,"Block Group 2, Census Tract 1042.17, Maricopa County, Arizona",1378,766,130,482
1500000US040131042173,040131042173,"Block Group 3, Census Tract 1042.17, Maricopa County, Arizona",1505,745,130,630
1500000US040131042181,040131042181,"Block Group 1, Census Tract 1042.18, Maricopa County, Arizona",1239,813,122,304
1500000US040131042182,040131042182,"Block Group 2, Census Tract 1042.18, Maricopa County, Arizona",1092,793,100,199
1500000US040131042183,040131042183,"Block Group 3, Census Tract 1042.18, Maricopa County, Arizona",1587,174,32,1381
1500000US040131042191,040131042191,"Block Group 1, Census Tract 1042.19, Maricopa County, Arizona",1298,875,230,193
1500000US040131042192,040131042192,"Block Group 2, Census Tract 1042.19, Maricopa County, Arizona",1440,1028,110,302
1500000US040131042211,040131042211,"Block Group 1, Census Tract 1042.21, Maricopa County, Arizona",1275,944,105,226
1500000US040131042212,040131042212,"Block Group 2, Census Tract 1042.21, Maricopa County, Arizona",1754,1173,96,485
1500000US040131042213,040131042213,"Block Group 3, Census Tract 1042.21, Maricopa County, Arizona",1057,767,98,192
1500000US040131042214,040131042214,"Block Group 4, Census Tract 1042.21, Maricopa County, Arizona",1725,1133,135,457
1500000US040131042221,040131042221,"Block Group 1, Census Tract 1042.22, Maricopa County, Arizona",1104,836,95,173
1500000US040131042222,040131042222,"Block Group 2, Census Tract 1042.22, Maricopa County, Arizona",1742,1088,112,542
1500000US040131042223,040131042223,"Block Group 3, Census Tract 1042.22, Maricopa County, Arizona",1336,995,79,262
1500000US040131042224,040131042224,"Block Group 4, Census Tract 1042.22, Maricopa County, Arizona",1708,778,105,825
1500000US040131042231,040131042231,"Block Group 1, Census Tract 1042.23, Maricopa County, Arizona",908,742,83,83
1500000US040131042232,040131042232,"Block Group 2, Census Tract 1042.23, Maricopa County, Arizona",923,660,159,104
1500000US040131042241,040131042241,"Block Group 1, Census Tract 1042.24, Maricopa County, Arizona",888,173,27,688
1500000US040131042242,040131042242,"Block Group 2, Census Tract 1042.24, Maricopa County, Arizona",1818,1356,121,341
1500000US040131042243,040131042243,"Block Group 3, Census Tract 1042.24, Maricopa County, Arizona",1484,176,11,1297
1500000US040131042244,040131042244,"Block Group 4, Census Tract 1042.24, Maricopa County, Arizona",1478,1187,191,100
1500000US040131042251,040131042251,"Block Group 1, Census Tract 1042.25, Maricopa County, Arizona",1288,707,62,519
1500000US040131042252,040131042252,"Block Group 2, Census Tract 1042.25, Maricopa County, Arizona",1355,1000,177,178
1500000US040131042253,040131042253,"Block Group 3, Census Tract 1042.25, Maricopa County, Arizona",1036,684,119,233
1500000US040131042261,040131042261,"Block Group 1, Census Tract 1042.26, Maricopa County, Arizona",1057,220,23,814
1500000US040131042262,040131042262,"Block Group 2, Census Tract 1042.26, Maricopa County, Arizona",1204,892,172,140
1500000US040131042263,040131042263,"Block Group 3, Census Tract 1042.26, Maricopa County, Arizona",706,163,17,526
1500000US040131042264,040131042264,"Block Group 4, Census Tract 1042.26, Maricopa County, Arizona",1373,1061,111,201
1500000US040131042271,040131042271,"Block Group 1, Census Tract 1042.27, Maricopa County, Arizona",1254,698,103,453
1500000US040131042272,040131042272,"Block Group 2, Census Tract 1042.27, Maricopa County, Arizona",805,550,102,153
1500000US040131043011,040131043011,"Block Group 1, Census Tract 1043.01, Maricopa County, Arizona",1607,1090,159,358
1500000US040131043012,040131043012,"Block Group 2, Census Tract 1043.01, Maricopa County, Arizona",1684,1163,204,317
1500000US040131043021,040131043021,"Block Group 1, Census Tract 1043.02, Maricopa County, Arizona",1381,116,36,1229
1500000US040131043022,040131043022,"Block Group 2, Census Tract 1043.02, Maricopa County, Arizona",1828,565,130,1133
1500000US040131044011,040131044011,"Block Group 1, Census Tract 1044.01, Maricopa County, Arizona",2400,1382,272,746
1500000US040131044012,040131044012,"Block Group 2, Census Tract 1044.01, Maricopa County, Arizona",1388,87,11,1290
1500000US040131044013,040131044013,"Block Group 3, Census Tract 1044.01, Maricopa County, Arizona",1127,0,1,1126
1500000US040131044021,040131044021,"Block Group 1, Census Tract 1044.02, Maricopa County, Arizona",2537,64,325,2148
1500000US040131045011,040131045011,"Block Group 1, Census Tract 1045.01, Maricopa County, Arizona",971,518,153,300
1500000US040131045012,040131045012,"Block Group 2, Census Tract 1045.01, Maricopa County, Arizona",1481,65,61,1355
1500000US040131045013,040131045013,"Block Group 3, Census Tract 1045.01, Maricopa County, Arizona",1072,117,51,904
1500000US040131045021,040131045021,"Block Group 1, Census Tract 1045.02, Maricopa County, Arizona",1515,143,57,1315
1500000US040131045022,040131045022,"Block Group 2, Census Tract 1045.02, Maricopa County, Arizona",1577,288,99,1190
1500000US040131045023,040131045023,"Block Group 3, Census Tract 1045.02, Maricopa County, Arizona",1842,898,149,795
1500000US040131046001,040131046001,"Block Group 1, Census Tract 1046, Maricopa County, Arizona",1552,451,100,1001
1500000US040131046002,040131046002,"Block Group 2, Census Tract 1046, Maricopa County, Arizona",1303,245,49,1009
1500000US040131046003,040131046003,"Block Group 3, Census Tract 1046, Maricopa County, Arizona",1204,588,92,524
1500000US040131047011,040131047011,"Block Group 1, Census Tract 1047.01, Maricopa County, Arizona",1027,188,49,790
1500000US040131047012,040131047012,"Block Group 2, Census Tract 1047.01, Maricopa County, Arizona",762,392,84,286
1500000US040131047013,040131047013,"Block Group 3, Census Tract 1047.01, Maricopa County, Arizona",666,355,100,211
1500000US040131047021,040131047021,"Block Group 1, Census Tract 1047.02, Maricopa County, Arizona",1023,130,35,858
1500000US040131047022,040131047022,"Block Group 2, Census Tract 1047.02, Maricopa County, Arizona",1316,489,139,688
1500000US040131047023,040131047023,"Block Group 3, Census Tract 1047.02, Maricopa County, Arizona",1350,390,78,882
1500000US040131047024,040131047024,"Block Group 4, Census Tract 1047.02, Maricopa County, Arizona",746,55,338,353
1500000US040131048011,040131048011,"Block Group 1, Census Tract 1048.01, Maricopa County, Arizona",2065,1528,334,203
1500000US040131048012,040131048012,"Block Group 2, Census Tract 1048.01, Maricopa County, Arizona",1542,855,300,387
1500000US040131048021,040131048021,"Block Group 1, Census Tract 1048.02, Maricopa County, Arizona",1117,732,198,187
1500000US040131048022,040131048022,"Block Group 2, Census Tract 1048.02, Maricopa County, Arizona",1127,517,115,495
1500000US040131048023,040131048023,"Block Group 3, Census Tract 1048.02, Maricopa County, Arizona",1583,1209,250,124
1500000US040131048024,040131048024,"Block Group 4, Census Tract 1048.02, Maricopa County, Arizona",870,579,94,197
1500000US040131048025,040131048025,"Block Group 5, Census Tract 1048.02, Maricopa County, Arizona",819,63,20,736
1500000US040131049001,040131049001,"Block Group 1, Census Tract 1049, Maricopa County, Arizona",1155,826,149,180
1500000US040131049002,040131049002,"Block Group 2, Census Tract 1049, Maricopa County, Arizona",1149,805,199,145
1500000US040131049003,040131049003,"Block Group 3, Census Tract 1049, Maricopa County, Arizona",1689,1201,204,284
1500000US040131050021,040131050021,"Block Group 1, Census Tract 1050.02, Maricopa County, Arizona",788,407,311,70
1500000US040131050022,040131050022,"Block Group 2, Census Tract 1050.02, Maricopa County, Arizona",1786,1196,419,171
1500000US040131050031,040131050031,"Block Group 1, Census Tract 1050.03, Maricopa County, Arizona",2251,1613,548,90
1500000US040131050032,040131050032,"Block Group 2, Census Tract 1050.03, Maricopa County, Arizona",2278,1611,491,176
1500000US040131050041,040131050041,"Block Group 1, Census Tract 1050.04, Maricopa County, Arizona",1276,809,400,67
1500000US040131050042,040131050042,"Block Group 2, Census Tract 1050.04, Maricopa County, Arizona",805,546,214,45
1500000US040131050043,040131050043,"Block Group 3, Census Tract 1050.04, Maricopa County, Arizona",1017,689,268,60
1500000US040131051011,040131051011,"Block Group 1, Census Tract 1051.01, Maricopa County, Arizona",1022,742,195,85
1500000US040131051012,040131051012,"Block Group 2, Census Tract 1051.01, Maricopa County, Arizona",1829,1379,337,113
1500000US040131051013,040131051013,"Block Group 3, Census Tract 1051.01, Maricopa County, Arizona",1549,1157,288,104
1500000US040131051021,040131051021,"Block Group 1, Census Tract 1051.02, Maricopa County, Arizona",806,464,303,39
1500000US040131051022,040131051022,"Block Group 2, Census Tract 1051.02, Maricopa County, Arizona",1472,1015,353,104
1500000US040131051023,040131051023,"Block Group 3, Census Tract 1051.02, Maricopa County, Arizona",1118,650,224,244
1500000US040131051024,040131051024,"Block Group 4, Census Tract 1051.02, Maricopa County, Arizona",769,335,80,354
1500000US040131051031,040131051031,"Block Group 1, Census Tract 1051.03, Maricopa County, Arizona",718,454,227,37
1500000US040131051032,040131051032,"Block Group 2, Census Tract 1051.03, Maricopa County, Arizona",792,511,241,40
1500000US040131051033,040131051033,"Block Group 3, Census Tract 1051.03, Maricopa County, Arizona",1507,970,487,50
1500000US040131052001,040131052001,"Block Group 1, Census Tract 1052, Maricopa County, Arizona",998,489,174,335
1500000US040131052002,040131052002,"Block Group 2, Census Tract 1052, Maricopa County, Arizona",1503,827,199,477
1500000US040131052003,040131052003,"Block Group 3, Census Tract 1052, Maricopa County, Arizona",1559,672,161,726
1500000US040131052004,040131052004,"Block Group 4, Census Tract 1052, Maricopa County, Arizona",1758,696,184,878
1500000US040131053001,040131053001,"Block Group 1, Census Tract 1053, Maricopa County, Arizona",1594,1076,310,208
1500000US040131053002,040131053002,"Block Group 2, Census Tract 1053, Maricopa County, Arizona",1965,512,84,1369
1500000US040131053003,040131053003,"Block Group 3, Census Tract 1053, Maricopa County, Arizona",1426,932,300,194
1500000US040131054001,040131054001,"Block Group 1, Census Tract 1054, Maricopa County, Arizona",1204,917,251,36
1500000US040131054002,040131054002,"Block Group 2, Census Tract 1054, Maricopa County, Arizona",1120,790,205,125
1500000US040131054003,040131054003,"Block Group 3, Census Tract 1054, Maricopa County, Arizona",1263,582,133,548
1500000US040131055011,040131055011,"Block Group 1, Census Tract 1055.01, Maricopa County, Arizona",1280,551,84,645
1500000US040131055012,040131055012,"Block Group 2, Census Tract 1055.01, Maricopa County, Arizona",1075,5,0,1070
1500000US040131055021,040131055021,"Block Group 1, Census Tract 1055.02, Maricopa County, Arizona",1003,0,0,1003
1500000US040131055022,040131055022,"Block Group 2, Census Tract 1055.02, Maricopa County, Arizona",888,65,15,808
1500000US040131055031,040131055031,"Block Group 1, Census Tract 1055.03, Maricopa County, Arizona",414,2,1,411
1500000US040131055032,040131055032,"Block Group 2, Census Tract 1055.03, Maricopa County, Arizona",1145,167,64,914
1500000US040131055033,040131055033,"Block Group 3, Census Tract 1055.03, Maricopa County, Arizona",1720,0,0,1720
1500000US040131056011,040131056011,"Block Group 1, Census Tract 1056.01, Maricopa County, Arizona",2048,1015,200,833
1500000US040131056012,040131056012,"Block Group 2, Census Tract 1056.01, Maricopa County, Arizona",1743,975,178,590
1500000US040131056021,040131056021,"Block Group 1, Census Tract 1056.02, Maricopa County, Arizona",1156,702,75,379
1500000US040131056022,040131056022,"Block Group 2, Census Tract 1056.02, Maricopa County, Arizona",2804,703,127,1974
1500000US040131056023,040131056023,"Block Group 3, Census Tract 1056.02, Maricopa County, Arizona",1983,387,58,1538
1500000US040131057011,040131057011,"Block Group 1, Census Tract 1057.01, Maricopa County, Arizona",1740,1014,145,581
1500000US040131057012,040131057012,"Block Group 2, Census Tract 1057.01, Maricopa County, Arizona",1686,1113,178,395
1500000US040131057021,040131057021,"Block Group 1, Census Tract 1057.02, Maricopa County, Arizona",1952,1079,161,712
1500000US040131057022,040131057022,"Block Group 2, Census Tract 1057.02, Maricopa County, Arizona",1817,1041,187,589
1500000US040131058001,040131058001,"Block Group 1, Census Tract 1058, Maricopa County, Arizona",1409,941,190,278
1500000US040131058002,040131058002,"Block Group 2, Census Tract 1058, Maricopa County, Arizona",1719,1067,176,476
1500000US040131058003,040131058003,"Block Group 3, Census Tract 1058, Maricopa County, Arizona",1634,1091,193,350
1500000US040131058004,040131058004,"Block Group 4, Census Tract 1058, Maricopa County, Arizona",1517,1052,169,296
1500000US040131059001,040131059001,"Block Group 1, Census Tract 1059, Maricopa County, Arizona",1568,718,171,679
1500000US040131059002,040131059002,"Block Group 2, Census Tract 1059, Maricopa County, Arizona",1667,641,310,716
1500000US040131059003,040131059003,"Block Group 3, Census Tract 1059, Maricopa County, Arizona",1668,725,209,734
1500000US040131060011,040131060011,"Block Group 1, Census Tract 1060.01, Maricopa County, Arizona",1632,472,142,1018
1500000US040131060021,040131060021,"Block Group 1, Census Tract 1060.02, Maricopa County, Arizona",1449,298,94,1057
1500000US040131060022,040131060022,"Block Group 2, Census Tract 1060.02, Maricopa County, Arizona",799,162,10,627
1500000US040131060031,040131060031,"Block Group 1, Census Tract 1060.03, Maricopa County, Arizona",1619,595,124,900
1500000US040131060032,040131060032,"Block Group 2, Census Tract 1060.03, Maricopa County, Arizona",1506,551,100,855
1500000US040131061001,040131061001,"Block Group 1, Census Tract 1061, Maricopa County, Arizona",1111,897,191,23
1500000US040131061002,040131061002,"Block Group 2, Census Tract 1061, Maricopa County, Arizona",994,573,156,265
1500000US040131061003,040131061003,"Block Group 3, Census Tract 1061, Maricopa County, Arizona",1270,261,49,960
1500000US040131061004,040131061004,"Block Group 4, Census Tract 1061, Maricopa County, Arizona",847,497,190,160
1500000US040131061005,040131061005,"Block Group 5, Census Tract 1061, Maricopa County, Arizona",945,62,48,835
1500000US040131062001,040131062001,"Block Group 1, Census Tract 1062, Maricopa County, Arizona",1653,1242,355,56
1500000US040131062002,040131062002,"Block Group 2, Census Tract 1062, Maricopa County, Arizona",1603,1104,358,141
1500000US040131063001,040131063001,"Block Group 1, Census Tract 1063, Maricopa County, Arizona",1158,309,94,755
1500000US040131063002,040131063002,"Block Group 2, Census Tract 1063, Maricopa County, Arizona",1144,552,243,349
1500000US040131063003,040131063003,"Block Group 3, Census Tract 1063, Maricopa County, Arizona",1374,659,129,586
1500000US040131063004,040131063004,"Block Group 4, Census Tract 1063, Maricopa County, Arizona",1252,638,150,464
1500000US040131064001,040131064001,"Block Group 1, Census Tract 1064, Maricopa County, Arizona",1193,789,205,199
1500000US040131064002,040131064002,"Block Group 2, Census Tract 1064, Maricopa County, Arizona",1503,545,154,804
1500000US040131065011,040131065011,"Block Group 1, Census Tract 1065.01, Maricopa County, Arizona",1526,723,148,655
1500000US040131065012,040131065012,"Block Group 2, Census Tract 1065.01, Maricopa County, Arizona",1351,581,151,619
1500000US040131065021,040131065021,"Block Group 1, Census Tract 1065.02, Maricopa County, Arizona",1130,329,78,723
1500000US040131065022,040131065022,"Block Group 2, Census Tract 1065.02, Maricopa County, Arizona",1290,743,144,403
1500000US040131065023,040131065023,"Block Group 3, Census Tract 1065.02, Maricopa County, Arizona",1103,347,104,652
1500000US040131066001,040131066001,"Block Group 1, Census Tract 1066, Maricopa County, Arizona",1789,1058,281,450
1500000US040131066002,040131066002,"Block Group 2, Census Tract 1066, Maricopa County, Arizona",1699,1087,310,302
1500000US040131067011,040131067011,"Block Group 1, Census Tract 1067.01, Maricopa County, Arizona",1563,105,8,1450
1500000US040131067012,040131067012,"Block Group 2, Census Tract 1067.01, Maricopa County, Arizona",1228,52,18,1158
1500000US040131067013,040131067013,"Block Group 3, Census Tract 1067.01, Maricopa County, Arizona",1170,211,79,880
1500000US040131067021,040131067021,"Block Group 1, Census Tract 1067.02, Maricopa County, Arizona",1201,620,187,394
1500000US040131067031,040131067031,"Block Group 1, Census Tract 1067.03, Maricopa County, Arizona",960,581,183,196
1500000US040131067032,040131067032,"Block Group 2, Census Tract 1067.03, Maricopa County, Arizona",1054,680,173,201
1500000US040131068011,040131068011,"Block Group 1, Census Tract 1068.01, Maricopa County, Arizona",1440,183,38,1219
1500000US040131068012,040131068012,"Block Group 2, Census Tract 1068.01, Maricopa County, Arizona",1602,18,15,1569
1500000US040131068013,040131068013,"Block Group 3, Census Tract 1068.01, Maricopa County, Arizona",888,27,256,605
1500000US040131068021,040131068021,"Block Group 1, Census Tract 1068.02, Maricopa County, Arizona",1269,462,116,691
1500000US040131068022,040131068022,"Block Group 2, Census Tract 1068.02, Maricopa County, Arizona",1149,622,173,354
1500000US040131068023,040131068023,"Block Group 3, Census Tract 1068.02, Maricopa County, Arizona",821,205,68,548
1500000US040131069001,040131069001,"Block Group 1, Census Tract 1069, Maricopa County, Arizona",1385,829,137,419
1500000US040131069002,040131069002,"Block Group 2, Census Tract 1069, Maricopa County, Arizona",1891,1067,190,634
1500000US040131069003,040131069003,"Block Group 3, Census Tract 1069, Maricopa County, Arizona",1576,960,189,427
1500000US040131069004,040131069004,"Block Group 4, Census Tract 1069, Maricopa County, Arizona",2225,1233,181,811
1500000US040131070001,040131070001,"Block Group 1, Census Tract 1070, Maricopa County, Arizona",1715,906,256,553
1500000US040131070002,040131070002,"Block Group 2, Census Tract 1070, Maricopa County, Arizona",1874,1064,179,631
1500000US040131070003,040131070003,"Block Group 3, Census Tract 1070, Maricopa County, Arizona",2050,1258,235,557
1500000US040131070004,040131070004,"Block Group 4, Census Tract 1070, Maricopa County, Arizona",1469,634,98,737
1500000US040131071011,040131071011,"Block Group 1, Census Tract 1071.01, Maricopa County, Arizona",1803,1167,162,474
1500000US040131071012,040131071012,"Block Group 2, Census Tract 1071.01, Maricopa County, Arizona",2456,1256,296,904
1500000US040131071021,040131071021,"Block Group 1, Census Tract 1071.02, Maricopa County, Arizona",1448,558,83,807
1500000US040131071022,040131071022,"Block Group 2, Census Tract 1071.02, Maricopa County, Arizona",1614,795,122,697
1500000US040131071023,040131071023,"Block Group 3, Census Tract 1071.02, Maricopa County, Arizona",2133,597,158,1378
1500000US040131072011,040131072011,"Block Group 1, Census Tract 1072.01, Maricopa County, Arizona",1563,226,40,1297
1500000US040131072012,040131072012,"Block Group 2, Census Tract 1072.01, Maricopa County, Arizona",2326,259,130,1937
1500000US040131072021,040131072021,"Block Group 1, Census Tract 1072.02, Maricopa County, Arizona",2540,1297,237,1006
1500000US040131072022,040131072022,"Block Group 2, Census Tract 1072.02, Maricopa County, Arizona",2386,1464,218,704
1500000US040131073001,040131073001,"Block Group 1, Census Tract 1073, Maricopa County, Arizona",1916,1164,244,508
1500000US040131073002,040131073002,"Block Group 2, Census Tract 1073, Maricopa County, Arizona",1307,570,81,656
1500000US040131073003,040131073003,"Block Group 3, Census Tract 1073, Maricopa County, Arizona",1163,279,263,621
1500000US040131073004,040131073004,"Block Group 4, Census Tract 1073, Maricopa County, Arizona",1801,551,181,1069
1500000US040131074001,040131074001,"Block Group 1, Census Tract 1074, Maricopa County, Arizona",1106,754,201,151
1500000US040131074002,040131074002,"Block Group 2, Census Tract 1074, Maricopa County, Arizona",950,484,103,363
1500000US040131074003,040131074003,"Block Group 3, Census Tract 1074, Maricopa County, Arizona",881,0,2,879
1500000US040131074004,040131074004,"Block Group 4, Census Tract 1074, Maricopa County, Arizona",1132,152,62,918
1500000US040131074005,040131074005,"Block Group 5, Census Tract 1074, Maricopa County, Arizona",437,1,1,435
1500000US040131074006,040131074006,"Block Group 6, Census Tract 1074, Maricopa County, Arizona",2056,253,32,1771
1500000US040131075001,040131075001,"Block Group 1, Census Tract 1075, Maricopa County, Arizona",810,549,140,121
1500000US040131075002,040131075002,"Block Group 2, Census Tract 1075, Maricopa County, Arizona",1190,725,214,251
1500000US040131075003,040131075003,"Block Group 3, Census Tract 1075, Maricopa County, Arizona",1334,559,126,649
1500000US040131076011,040131076011,"Block Group 1, Census Tract 1076.01, Maricopa County, Arizona",586,236,75,275
1500000US040131076012,040131076012,"Block Group 2, Census Tract 1076.01, Maricopa County, Arizona",878,278,68,532
1500000US040131076013,040131076013,"Block Group 3, Census Tract 1076.01, Maricopa County, Arizona",1336,488,108,740
1500000US040131076021,040131076021,"Block Group 1, Census Tract 1076.02, Maricopa County, Arizona",1079,780,168,131
1500000US040131076022,040131076022,"Block Group 2, Census Tract 1076.02, Maricopa County, Arizona",1587,396,56,1135
1500000US040131077001,040131077001,"Block Group 1, Census Tract 1077, Maricopa County, Arizona",957,702,175,80
1500000US040131077002,040131077002,"Block Group 2, Census Tract 1077, Maricopa County, Arizona",716,346,79,291
1500000US040131077003,040131077003,"Block Group 3, Census Tract 1077, Maricopa County, Arizona",569,125,24,420
1500000US040131077004,040131077004,"Block Group 4, Census Tract 1077, Maricopa County, Arizona",809,346,106,357
1500000US040131077005,040131077005,"Block Group 5, Census Tract 1077, Maricopa County, Arizona",735,107,58,570
1500000US040131078001,040131078001,"Block Group 1, Census Tract 1078, Maricopa County, Arizona",769,467,199,103
1500000US040131078002,040131078002,"Block Group 2, Census Tract 1078, Maricopa County, Arizona",1639,779,430,430
